x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.801 0.354 63 " " 0.801562 0.355469 64 " " 0.001 0.002 1 " " 0.201 1
0.412 0.695 92 " " 0.413281 0.696094 94 " " 0.001 0.002 2 " " 0.201 2
0.191 0.238 46 " " 0.191406 0.241406 47 " " 0.0 0.003 1 " " 0.3 1
0.231 0.67 65 " " 0.233594 0.671094 67 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.284 0.226 50 " " 0.285937 0.225 51 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.278 0.78 82 " " 0.278125 0.78125 75 " " 0.0 0.001 7 " " 0.1 7
0.083 0.59 102 " " 0.0859375 0.592969 104 " " 0.003 0.003 2 " " 0.303 2
0.389 0.277 48 " " 0.389844 0.278125 44 " " 0.001 0.001 4 " " 0.101 4
0.523 0.57 59 " " 0.525 0.569531 64 " " 0.002 0.0 5 " " 0.002 5
0.959 0.392 62 " " 0.958594 0.390625 58 " " 0.0 0.002 4 " " 0.2 4
0.802 0.255 64 " " 0.805469 0.251563 58 " " 0.003 0.003 6 " " 0.303 6
0.398 0.194 60 " " 0.396875 0.195312 61 " " 0.001 0.002 1 " " 0.201 1
0.22 0.205 53 " " 0.217187 0.205469 50 " " 0.002 0.0 3 " " 0.002 3
0.323 0.677 61 " " 0.321875 0.673437 61 " " 0.002 0.003 0 " " 0.302 0
0.341 0.73 56 " " 0.345313 0.729688 55 " " 0.005 0.001 1 " " 0.10500000000000001 1
0.613 0.845 75 " " 0.614062 0.844531 73 " " 0.002 0.0 2 " " 0.002 2
0.667 0.501 102 " " 0.670313 0.505469 86 " " 0.003 0.005 16 " " 0.503 16
0.348 0.32 81 " " 0.346094 0.320312 84 " " 0.002 0.0 3 " " 0.002 3
0.214 0.397 55 " " 0.214062 0.396875 55 " " 0.0 0.0 0 " " 0.0 0
0.072 0.659 52 " " 0.0734375 0.658594 56 " " 0.002 0.0 4 " " 0.002 4
0.695 0.073 72 " " 0.694531 0.0726563 78 " " 0.001 0.0 6 " " 0.001 6
0.404 0.776 51 " " 0.403906 0.777344 55 " " 0.0 0.002 4 " " 0.2 4
0.18 0.458 65 " " 0.178125 0.457812 67 " " 0.002 0.0 2 " " 0.002 2
0.501 0.324 67 " " 0.5 0.325 58 " " 0.001 0.001 9 " " 0.101 9
0.749 0.463 65 " " 0.75 0.465625 65 " " 0.001 0.002 0 " " 0.201 0
0.223 0.152 72 " " 0.222656 0.150781 75 " " 0.0 0.001 3 " " 0.1 3
0.689 0.305 48 " " 0.689062 0.307031 49 " " 0.0 0.002 1 " " 0.2 1
0.202 0.527 112 " " 0.200781 0.525 104 " " 0.001 0.002 8 " " 0.201 8
0.234 0.464 44 " " 0.232031 0.464844 47 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.022 0.596 62 " " 0.0234375 0.592969 62 " " 0.002 0.003 0 " " 0.302 0
0.093 0.159 50 " " 0.0945313 0.164062 46 " " 0.002 0.005 4 " " 0.502 4
0.17 0.13 49 " " 0.169531 0.13125 48 " " 0.0 0.001 1 " " 0.1 1
0.898 0.381 77 " " 0.899219 0.378906 68 " " 0.002 0.002 9 " " 0.202 9
0.44 0.509 50 " " 0.440625 0.509375 51 " " 0.001 0.0 1 " " 0.001 1
0.298 0.556 78 " " 0.296875 0.553125 76 " " 0.001 0.003 2 " " 0.301 2
0.077 0.108 47 " " 0.075 0.109375 43 " " 0.002 0.002 4 " " 0.202 4
0.287 0.87 53 " " 0.289062 0.871094 56 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.157 0.641 63 " " 0.158594 0.646094 74 " " 0.002 0.005 11 " " 0.502 11
0.482 0.401 63 " " 0.483594 0.4 60 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.544 0.78 68 " " 0.542188 0.780469 69 " " 0.002 0.0 1 " " 0.002 1
0.67 0.88 72 " " 0.670313 0.88125 71 " " 0.001 0.001 1 " " 0.101 1
0.603 0.209 62 " " 0.603125 0.210938 51 " " 0.0 0.002 11 " " 0.2 11
0.196 0.719 50 " " 0.195312 0.719531 52 " " 0.001 0.001 2 " " 0.101 2
0.072 0.832 52 " " 0.0703125 0.832031 54 " " 0.002 0.0 2 " " 0.002 2
0.461 0.34 57 " " 0.463281 0.341406 57 " " 0.002 0.002 0 " " 0.202 0
0.03 0.765 57 " " 0.0304688 0.764844 55 " " 0.0 0.0 2 " " 0.0 2
0.571 0.252 62 " " 0.569531 0.253906 51 " " 0.002 0.002 11 " " 0.202 11
0.578 0.438 78 " " 0.580469 0.434375 71 " " 0.002 0.003 7 " " 0.302 7
