x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.738 0.63 56 " " 0.735937 0.630469 54 " " 0.002 0.0 2 " " 0.002 2
0.127 0.116 56 " " 0.125 0.119531 58 " " 0.002 0.003 2 " " 0.302 2
0.38 0.43 57 " " 0.378906 0.430469 61 " " 0.001 0.001 4 " " 0.101 4
0.33 0.395 57 " " 0.329688 0.396094 56 " " 0.001 0.002 1 " " 0.201 1
0.523 0.207 55 " " 0.523438 0.207813 55 " " 0.001 0.001 0 " " 0.101 0
0.411 0.84 48 " " 0.4125 0.839063 45 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.84 0.252 50 " " 0.840625 0.250781 52 " " 0.001 0.001 2 " " 0.101 2
0.561 0.547 61 " " 0.560938 0.546094 60 " " 0.0 0.001 1 " " 0.1 1
0.629 0.725 58 " " 0.628125 0.725 59 " " 0.001 0.0 1 " " 0.001 1
0.852 0.451 55 " " 0.852344 0.45 52 " " 0.0 0.001 3 " " 0.1 3
0.295 0.42 63 " " 0.292969 0.420312 64 " " 0.002 0.0 1 " " 0.002 1
0.07 0.534 94 " " 0.0710938 0.534375 90 " " 0.001 0.001 4 " " 0.101 4
0.673 0.463 91 " " 0.671094 0.461719 83 " " 0.002 0.002 8 " " 0.202 8
0.458 0.431 80 " " 0.457031 0.430469 77 " " 0.001 0.001 3 " " 0.101 3
0.358 0.702 50 " " 0.360156 0.703906 45 " " 0.002 0.002 5 " " 0.202 5
0.253 0.309 68 " " 0.251563 0.309375 67 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.861 0.539 55 " " 0.859375 0.541406 52 " " 0.002 0.002 3 " " 0.202 3
0.501 0.506 70 " " 0.504687 0.502344 66 " " 0.004 0.004 4 " " 0.404 4
0.618 0.384 59 " " 0.617969 0.380469 59 " " 0.0 0.003 0 " " 0.3 0
0.202 0.84 57 " " 0.200781 0.8375 55 " " 0.001 0.002 2 " " 0.201 2
0.948 0.406 57 " " 0.947656 0.40625 56 " " 0.001 0.0 1 " " 0.001 1
0.635 0.502 52 " " 0.635156 0.499219 51 " " 0.0 0.003 1 " " 0.3 1
0.658 0.309 48 " " 0.658594 0.309375 44 " " 0.001 0.001 4 " " 0.101 4
0.655 0.109 47 " " 0.65625 0.107813 43 " " 0.001 0.002 4 " " 0.201 4
0.191 0.679 42 " " 0.192188 0.678125 43 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.784 0.105 47 " " 0.783594 0.104687 50 " " 0.0 0.001 3 " " 0.1 3
0.853 0.3 57 " " 0.853906 0.300781 45 " " 0.001 0.001 12 " " 0.101 12
0.026 0.404 62 " " 0.0265625 0.405469 60 " " 0.001 0.002 2 " " 0.201 2
0.326 0.705 51 " " 0.326562 0.704687 53 " " 0.001 0.001 2 " " 0.101 2
0.455 0.312 71 " " 0.454688 0.307813 75 " " 0.0 0.005 4 " " 0.5 4
0.078 0.677 65 " " 0.078125 0.675 61 " " 0.0 0.002 4 " " 0.2 4
0.921 0.07 78 " " 0.919531 0.0695312 83 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.249 0.127 70 " " 0.248437 0.128125 67 " " 0.001 0.002 3 " " 0.201 3
0.844 0.397 53 " " 0.842969 0.394531 55 " " 0.001 0.002 2 " " 0.201 2
0.171 0.498 78 " " 0.171094 0.492969 75 " " 0.0 0.005 3 " " 0.5 3
0.018 0.524 53 " " 0.0195312 0.526563 56 " " 0.002 0.002 3 " " 0.202 3
0.22 0.763 66 " " 0.217187 0.764844 65 " " 0.003 0.002 1 " " 0.203 1
0.362 0.354 45 " " 0.3625 0.355469 44 " " 0.001 0.002 1 " " 0.201 1
0.258 0.186 51 " " 0.254687 0.186719 52 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.062 0.114 49 " " 0.0640625 0.115625 49 " " 0.002 0.002 0 " " 0.202 0
0.886 0.497 63 " " 0.892187 0.499219 56 " " 0.006 0.002 7 " " 0.20600000000000002 7
0.697 0.082 82 " " 0.691406 0.0828125 76 " " 0.005 0.001 6 " " 0.10500000000000001 6
0.419 0.605 57 " " 0.417188 0.605469 54 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.426 0.797 58 " " 0.425781 0.796094 59 " " 0.0 0.001 1 " " 0.1 1
0.734 0.237 70 " " 0.730469 0.232812 61 " " 0.004 0.004 9 " " 0.404 9
0.248 0.246 64 " " 0.247656 0.245312 60 " " 0.001 0.001 4 " " 0.101 4
0.89 0.448 53 " " 0.890625 0.446875 58 " " 0.001 0.001 5 " " 0.101 5
0.456 0.211 87 " " 0.457812 0.210938 91 " " 0.002 0.0 4 " " 0.002 4
0.677 0.388 53 " " 0.679688 0.38125 48 " " 0.002 0.007 5 " " 0.7020000000000001 5
0.124 0.163 48 " " 0.124219 0.1625 46 " " 0.0 0.0 2 " " 0.0 2
0.793 0.716 47 " " 0.792969 0.716406 47 " " 0.0 0.0 0 " " 0.0 0
0.299 0.062 52 " " 0.301562 0.0632813 50 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.345 0.65 49 " " 0.346875 0.648438 51 " " 0.002 0.002 2 " " 0.202 2
0.187 0.396 49 " " 0.188281 0.397656 51 " " 0.002 0.002 2 " " 0.202 2
0.513 0.252 44 " " 0.516406 0.251563 50 " " 0.003 0.0 6 " " 0.003 6
0.025 0.284 45 " " 0.0265625 0.284375 49 " " 0.002 0.0 4 " " 0.002 4
0.871 0.403 51 " " 0.871094 0.405469 51 " " 0.0 0.002 0 " " 0.2 0
0.584 0.653 49 " " 0.583594 0.654688 50 " " 0.001 0.002 1 " " 0.201 1
0.412 0.294 46 " " 0.411719 0.292969 43 " " 0.0 0.001 3 " " 0.1 3
0.287 0.829 49 " " 0.285156 0.829687 51 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.57 0.266 57 " " 0.574219 0.267188 66 " " 0.004 0.002 9 " " 0.20400000000000001 9
0.402 0.641 44 " " 0.400781 0.642187 48 " " 0.002 0.002 4 " " 0.202 4
0.591 0.603 60 " " 0.590625 0.604688 57 " " 0.001 0.002 3 " " 0.201 3
0.448 0.722 64 " " 0.446094 0.720312 60 " " 0.002 0.002 4 " " 0.202 4
0.223 0.685 47 " " 0.224219 0.689062 42 " " 0.002 0.004 5 " " 0.402 5
0.637 0.83 55 " " 0.634375 0.828906 53 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.784 0.159 56 " " 0.786719 0.157813 52 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.187 0.327 58 " " 0.189063 0.328125 55 " " 0.002 0.002 3 " " 0.202 3
0.192 0.723 50 " " 0.196094 0.721875 48 " " 0.004 0.001 2 " " 0.10400000000000001 2
0.563 0.22 51 " " 0.564062 0.21875 47 " " 0.001 0.001 4 " " 0.101 4
0.863 0.358 42 " " 0.864844 0.355469 41 " " 0.002 0.002 1 " " 0.202 1
0.542 0.287 44 " " 0.539062 0.288281 40 " " 0.003 0.002 4 " " 0.203 4
0.75 0.847 47 " " 0.748438 0.846094 48 " " 0.002 0.001 1 " " 0.10200000000000001 1
