x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.325 0.174 66 " " 0.324219 0.176563 72 " " 0.001 0.002 6 " " 0.201 6
0.655 0.799 65 " " 0.654688 0.799219 62 " " 0.0 0.0 3 " " 0.0 3
0.85 0.675 61 " " 0.85 0.678906 62 " " 0.0 0.004 1 " " 0.4 1
0.377 0.182 74 " " 0.375 0.185156 67 " " 0.002 0.003 7 " " 0.302 7
0.848 0.332 77 " " 0.851562 0.328125 65 " " 0.004 0.004 12 " " 0.404 12
0.066 0.123 63 " " 0.0664062 0.121094 67 " " 0.001 0.002 4 " " 0.201 4
0.69 0.279 63 " " 0.689062 0.280469 60 " " 0.001 0.002 3 " " 0.201 3
0.566 0.132 62 " " 0.566406 0.132812 68 " " 0.001 0.001 6 " " 0.101 6
0.811 0.263 87 " " 0.810156 0.2625 98 " " 0.001 0.0 11 " " 0.001 11
0.173 0.105 57 " " 0.173438 0.105469 60 " " 0.0 0.001 3 " " 0.1 3
0.325 0.302 51 " " 0.325781 0.302344 45 " " 0.001 0.001 6 " " 0.101 6
0.781 0.147 49 " " 0.78125 0.146094 48 " " 0.0 0.001 1 " " 0.1 1
0.667 0.594 65 " " 0.667188 0.596094 66 " " 0.0 0.002 1 " " 0.2 1
0.355 0.248 54 " " 0.353125 0.249219 52 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.93 0.666 56 " " 0.930469 0.666406 49 " " 0.001 0.0 7 " " 0.001 7
0.478 0.765 75 " " 0.478125 0.76875 74 " " 0.0 0.004 1 " " 0.4 1
0.227 0.623 61 " " 0.224219 0.624219 58 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.027 0.48 53 " " 0.0265625 0.48125 57 " " 0.001 0.001 4 " " 0.101 4
0.291 0.64 53 " " 0.290625 0.642969 54 " " 0.0 0.003 1 " " 0.3 1
0.27 0.072 81 " " 0.266406 0.0710938 70 " " 0.004 0.001 11 " " 0.10400000000000001 11
0.028 0.555 52 " " 0.0273438 0.55625 55 " " 0.001 0.001 3 " " 0.101 3
0.555 0.239 82 " " 0.55625 0.236719 82 " " 0.001 0.002 0 " " 0.201 0
0.46 0.422 66 " " 0.457031 0.417969 63 " " 0.003 0.004 3 " " 0.403 3
0.47 0.075 67 " " 0.467187 0.0726563 62 " " 0.003 0.002 5 " " 0.203 5
0.739 0.148 62 " " 0.739062 0.147656 64 " " 0.0 0.001 2 " " 0.1 2
0.286 0.548 46 " " 0.286719 0.546094 47 " " 0.001 0.002 1 " " 0.201 1
0.353 0.333 52 " " 0.353125 0.333594 52 " " 0.0 0.001 0 " " 0.1 0
0.187 0.306 46 " " 0.188281 0.304688 42 " " 0.002 0.002 4 " " 0.202 4
0.756 0.321 59 " " 0.752344 0.317969 55 " " 0.004 0.003 4 " " 0.304 4
0.178 0.46 42 " " 0.178125 0.458594 48 " " 0.0 0.002 6 " " 0.2 6
0.286 0.232 60 " " 0.283594 0.23125 64 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.08 0.189 87 " " 0.0796875 0.191406 86 " " 0.0 0.002 1 " " 0.2 1
0.29 0.791 55 " " 0.289062 0.792969 60 " " 0.001 0.002 5 " " 0.201 5
0.25 0.782 44 " " 0.252344 0.782812 46 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.474 0.595 58 " " 0.474219 0.59375 60 " " 0.0 0.002 2 " " 0.2 2
0.792 0.521 64 " " 0.792969 0.520312 66 " " 0.001 0.001 2 " " 0.101 2
0.36 0.557 52 " " 0.359375 0.559375 58 " " 0.001 0.002 6 " " 0.201 6
0.85 0.503 63 " " 0.848437 0.50625 58 " " 0.002 0.003 5 " " 0.302 5
0.357 0.627 41 " " 0.355469 0.627344 43 " " 0.002 0.0 2 " " 0.002 2
0.105 0.578 48 " " 0.108594 0.576563 46 " " 0.003 0.002 2 " " 0.203 2
0.636 0.4 48 " " 0.635938 0.4 48 " " 0.0 0.0 0 " " 0.0 0
0.027 0.128 46 " " 0.0273438 0.127344 47 " " 0.001 0.001 1 " " 0.101 1
0.066 0.572 54 " " 0.065625 0.56875 51 " " 0.001 0.003 3 " " 0.301 3
0.588 0.281 50 " " 0.5875 0.28125 55 " " 0.001 0.0 5 " " 0.001 5
0.696 0.85 61 " " 0.696094 0.852344 65 " " 0.0 0.002 4 " " 0.2 4
0.236 0.681 47 " " 0.2375 0.682031 48 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.039 0.252 50 " " 0.0390625 0.253125 51 " " 0.0 0.001 1 " " 0.1 1
0.402 0.235 66 " " 0.403125 0.235938 63 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.341 0.873 83 " " 2 2 2 " " 2 2 2 " " 202 2
0.748 0.041 64 " " 0.746875 0.0445312 56 " " 0.002 0.003 8 " " 0.302 8
0.798 0.198 53 " " 0.797656 0.196875 49 " " 0.001 0.002 4 " " 0.201 4
0.05 0.617 66 " " 0.053125 0.616406 70 " " 0.003 0.001 4 " " 0.10300000000000001 4
0.136 0.227 54 " " 0.135937 0.225 55 " " 0.0 0.002 1 " " 0.2 1
0.087 0.713 50 " " 0.0890625 0.7125 48 " " 0.002 0.0 2 " " 0.002 2
0.424 0.383 56 " " 0.423438 0.385938 53 " " 0.001 0.003 3 " " 0.301 3
0.375 0.13 43 " " 0.375 0.128125 43 " " 0.0 0.002 0 " " 0.2 0
0.552 0.579 56 " " 0.554688 0.580469 59 " " 0.002 0.002 3 " " 0.202 3
0.189 0.365 48 " " 0.190625 0.366406 46 " " 0.002 0.002 2 " " 0.202 2
0.02 0.363 49 " " 0.0210938 0.3625 46 " " 0.001 0.001 3 " " 0.101 3
0.32 0.625 45 " " 0.321094 0.621875 50 " " 0.001 0.003 5 " " 0.301 5
0.902 0.534 62 " " 0.901563 0.532812 62 " " 0.0 0.001 0 " " 0.1 0
0.672 0.226 50 " " 0.672656 0.227344 53 " " 0.001 0.002 3 " " 0.201 3
0.519 0.123 60 " " 0.521875 0.119531 58 " " 0.003 0.003 2 " " 0.303 2
0.34 0.118 51 " " 0.340625 0.117188 47 " " 0.001 0.001 4 " " 0.101 4
0.258 0.889 84 " " 0.259375 0.886719 88 " " 0.002 0.002 4 " " 0.202 4
0.796 0.312 47 " " 0.797656 0.3125 46 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.587 0.83 58 " " 0.590625 0.832031 53 " " 0.004 0.002 5 " " 0.20400000000000001 5
0.033 0.305 49 " " 0.034375 0.303906 45 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.876 0.25 60 " " 0.878125 0.25 61 " " 0.002 0.0 1 " " 0.002 1
0.084 0.658 50 " " 0.084375 0.659375 49 " " 0.001 0.002 1 " " 0.201 1
0.323 0.35 47 " " 0.321094 0.352344 51 " " 0.002 0.002 4 " " 0.202 4
0.212 0.331 49 " " 0.211719 0.332812 44 " " 0.0 0.002 5 " " 0.2 5
0.839 0.203 65 " " 0.84375 0.202344 70 " " 0.005 0.001 5 " " 0.10500000000000001 5
0.277 0.688 49 " " 0.279687 0.689062 51 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.633 0.277 59 " " 0.634375 0.278906 64 " " 0.002 0.002 5 " " 0.202 5
0.75 0.534 46 " " 0.748438 0.534375 43 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.069 0.48 47 " " 0.0703125 0.480469 48 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.211 0.453 43 " " 0.210938 0.45625 41 " " 0.0 0.003 2 " " 0.3 2
0.184 0.6 52 " " 0.182812 0.599219 52 " " 0.001 0.001 0 " " 0.101 0
0.14 0.891 129 " " 0.135937 0.890625 131 " " 0.004 0.0 2 " " 0.004 2
0.242 0.174 44 " " 0.242188 0.171094 46 " " 0.0 0.003 2 " " 0.3 2
0.27 0.591 58 " " 0.271875 0.589063 57 " " 0.002 0.002 1 " " 0.202 1
0.761 0.193 44 " " 0.761719 0.19375 46 " " 0.001 0.001 2 " " 0.101 2
0.712 0.203 58 " " 0.713281 0.2 50 " " 0.002 0.003 8 " " 0.302 8
0.11 0.516 46 " " 0.110937 0.517187 54 " " 0.001 0.002 8 " " 0.201 8
0.376 0.459 47 " " 0.375 0.460938 52 " " 0.001 0.002 5 " " 0.201 5
0.405 0.111 52 " " 0.403906 0.114063 54 " " 0.002 0.003 2 " " 0.302 2
0.153 0.659 45 " " 0.151562 0.660156 42 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.619 0.106 66 " " 0.61875 0.10625 65 " " 0.0 0.0 1 " " 0.0 1
0.72 0.701 56 " " 0.721875 0.696875 55 " " 0.002 0.004 1 " " 0.402 1
0.033 0.177 55 " " 0.0320312 0.175781 49 " " 0.001 0.001 6 " " 0.101 6
0.146 0.531 46 " " 0.146875 0.533594 44 " " 0.001 0.002 2 " " 0.201 2
0.569 0.449 64 " " 0.571094 0.445312 57 " " 0.002 0.004 7 " " 0.402 7
0.298 0.443 44 " " 0.296875 0.442187 44 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.248 0.13 49 " " 0.246875 0.130469 48 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.28 0.506 52 " " 0.279687 0.505469 52 " " 0.001 0.001 0 " " 0.101 0
0.665 0.12 48 " " 0.666406 0.120312 50 " " 0.002 0.0 2 " " 0.002 2
0.748 0.259 72 " " 0.746875 0.254687 58 " " 0.002 0.004 14 " " 0.402 14
0.03 0.673 60 " " 0.0328125 0.671094 60 " " 0.003 0.002 0 " " 0.203 0
0.085 0.534 44 " " 0.0859375 0.533594 42 " " 0.001 0.001 2 " " 0.101 2
0.048 0.446 43 " " 0.0507812 0.416406 43 " " 0.003 0.03 0 " " 3.003 0
0.216 0.173 44 " " 0.214844 0.171094 45 " " 0.002 0.002 1 " " 0.202 1
0.687 0.055 69 " " 0.688281 0.05625 64 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.684 0.653 42 " " 0.683594 0.653906 45 " " 0.0 0.001 3 " " 0.1 3
0.526 0.766 63 " " 0.528906 0.767187 62 " " 0.003 0.002 1 " " 0.203 1
0.16 0.335 42 " " 0.160156 0.339063 46 " " 0.0 0.004 4 " " 0.4 4
0.316 0.477 45 " " 0.315625 0.476562 44 " " 0.001 0.0 1 " " 0.001 1
0.945 0.234 85 " " 0.949219 0.232031 75 " " 0.004 0.002 10 " " 0.20400000000000001 10
0.484 0.842 46 " " 0.485156 0.842188 47 " " 0.001 0.0 1 " " 0.001 1
