x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.809 0.234 60 " " 0.807813 0.233594 70 " " 0.002 0.0 10 " " 0.002 10
0.03 0.599 55 " " 0.0296875 0.599219 59 " " 0.001 0.0 4 " " 0.001 4
0.703 0.252 85 " " 0.703906 0.253906 85 " " 0.001 0.002 0 " " 0.201 0
0.181 0.259 101 " " 0.183594 0.264062 106 " " 0.002 0.005 5 " " 0.502 5
0.252 0.602 85 " " 0.252344 0.605469 79 " " 0.0 0.003 6 " " 0.3 6
0.22 0.669 63 " " 0.220313 0.669531 66 " " 0.0 0.001 3 " " 0.1 3
0.355 0.53 47 " " 0.353125 0.530469 48 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.363 0.471 59 " " 0.364062 0.471094 64 " " 0.001 0.0 5 " " 0.001 5
0.313 0.63 108 " " 0.311719 0.628125 102 " " 0.002 0.002 6 " " 0.202 6
0.084 0.633 48 " " 0.0851562 0.633594 46 " " 0.001 0.001 2 " " 0.101 2
0.194 0.407 103 " " 0.190625 0.399219 110 " " 0.003 0.008 7 " " 0.803 7
0.253 0.194 47 " " 0.252344 0.194531 49 " " 0.001 0.001 2 " " 0.101 2
0.304 0.423 70 " " 0.307031 0.41875 70 " " 0.003 0.005 0 " " 0.503 0
0.771 0.264 69 " " 0.772656 0.271094 74 " " 0.002 0.007 5 " " 0.7020000000000001 5
0.748 0.905 64 " " 2 2 2 " " 2 2 2 " " 202 2
0.024 0.648 50 " " 0.0242187 0.65 54 " " 0.0 0.002 4 " " 0.2 4
0.152 0.17 54 " " 0.152344 0.167969 53 " " 0.001 0.002 1 " " 0.201 1
0.26 0.691 82 " " 0.259375 0.690625 78 " " 0.001 0.001 4 " " 0.101 4
0.938 0.673 78 " " 0.933594 0.674219 66 " " 0.004 0.002 12 " " 0.20400000000000001 12
0.016 0.227 53 " " 0.0179687 0.225781 55 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.725 0.316 71 " " 0.726562 0.314844 70 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.655 0.795 104 " " 0.655469 0.792969 103 " " 0.001 0.002 1 " " 0.201 1
0.433 0.168 46 " " 0.43125 0.16875 45 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.701 0.495 70 " " 0.698438 0.498437 65 " " 0.002 0.003 5 " " 0.302 5
0.502 0.734 73 " " 0.503906 0.740625 80 " " 0.002 0.007 7 " " 0.7020000000000001 7
0.737 0.184 71 " " 0.739844 0.179688 72 " " 0.003 0.004 1 " " 0.403 1
0.052 0.291 79 " " 0.053125 0.297656 87 " " 0.002 0.006 8 " " 0.602 8
0.371 0.567 46 " " 0.372656 0.567187 52 " " 0.002 0.0 6 " " 0.002 6
0.357 0.655 55 " " 0.355469 0.65625 65 " " 0.002 0.001 10 " " 0.10200000000000001 10
0.145 0.58 53 " " 0.14375 0.578906 48 " " 0.001 0.002 5 " " 0.201 5
0.73 0.423 65 " " 0.728906 0.421875 60 " " 0.001 0.002 5 " " 0.201 5
0.415 0.478 54 " " 0.413281 0.480469 57 " " 0.002 0.002 3 " " 0.202 3
0.959 0.152 62 " " 0.9625 0.151562 65 " " 0.003 0.001 3 " " 0.10300000000000001 3
0.759 0.648 83 " " 2 2 2 " " 2 2 2 " " 202 2
0.394 0.32 112 " " 0.392969 0.320312 107 " " 0.001 0.001 5 " " 0.101 5
0.741 0.03 54 " " 0.739844 0.0304688 57 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.3 0.255 64 " " 0.303906 0.257031 62 " " 0.004 0.002 2 " " 0.20400000000000001 2
0.901 0.168 89 " " 0.903906 0.164844 84 " " 0.003 0.003 5 " " 0.303 5
0.396 0.67 59 " " 0.398438 0.676562 57 " " 0.002 0.006 2 " " 0.602 2
0.523 0.355 57 " " 0.523438 0.355469 53 " " 0.0 0.001 4 " " 0.1 4
0.38 0.517 47 " " 0.378906 0.516406 49 " " 0.001 0.001 2 " " 0.101 2
0.348 0.349 58 " " 0.345313 0.351562 57 " " 0.003 0.002 1 " " 0.203 1
0.113 0.287 46 " " 0.114063 0.285937 47 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.085 0.688 68 " " 0.0859375 0.685938 69 " " 0.001 0.002 1 " " 0.201 1
0.4 0.143 48 " " 0.397656 0.146094 47 " " 0.002 0.003 1 " " 0.302 1
0.309 0.318 61 " " 0.313281 0.317187 53 " " 0.004 0.001 8 " " 0.10400000000000001 8
0.98 0.649 55 " " 0.979688 0.655469 61 " " 0.001 0.006 6 " " 0.601 6
0.434 0.117 65 " " 0.435156 0.117188 58 " " 0.001 0.0 7 " " 0.001 7
0.802 0.123 74 " " 0.802344 0.125781 87 " " 0.001 0.003 13 " " 0.301 13
0.663 0.331 80 " " 0.670313 0.338281 78 " " 0.007 0.007 2 " " 0.7070000000000001 2
0.643 0.406 106 " " 0.640625 0.400781 86 " " 0.002 0.005 20 " " 0.502 20
0.872 0.091 80 " " 0.873438 0.0929687 86 " " 0.002 0.002 6 " " 0.202 6
0.967 0.741 81 " " 0.965625 0.742188 81 " " 0.002 0.002 0 " " 0.202 0
0.905 0.028 54 " " 0.907812 0.0304688 48 " " 0.002 0.002 6 " " 0.202 6
0.134 0.388 41 " " 0.132812 0.388281 42 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.012 0.049 40 " " 0.0125 0.0492188 43 " " 0.001 0.0 3 " " 0.001 3
0.273 0.481 67 " " 0.272656 0.484375 67 " " 0.001 0.003 0 " " 0.301 0
0.273 0.355 53 " " 0.246094 0.383594 42 " " 0.027 0.029 11 " " 2.9270000000000005 11
0.013 0.177 42 " " 2 2 2 " " 2 2 2 " " 202 2
0.435 0.255 45 " " 0.435156 0.25625 42 " " 0.0 0.001 3 " " 0.1 3
0.333 0.22 51 " " 0.333594 0.21875 44 " " 0.001 0.002 7 " " 0.201 7
0.548 0.806 68 " " 0.550781 0.809375 68 " " 0.002 0.003 0 " " 0.302 0
0.576 0.425 50 " " 0.578125 0.426562 48 " " 0.002 0.002 2 " " 0.202 2
0.428 0.376 57 " " 0.429688 0.377344 60 " " 0.002 0.002 3 " " 0.202 3
0.263 0.304 49 " " 0.264844 0.305469 47 " " 0.002 0.002 2 " " 0.202 2
0.299 0.102 42 " " 0.298438 0.103906 42 " " 0.001 0.002 0 " " 0.201 0
0.951 0.462 49 " " 0.951563 0.459375 51 " " 0.001 0.002 2 " " 0.201 2
0.441 0.608 40 " " 0.441406 0.607031 41 " " 0.001 0.001 1 " " 0.101 1
0.106 0.151 44 " " 0.103906 0.153125 42 " " 0.002 0.002 2 " " 0.202 2
0.343 0.134 54 " " 0.342969 0.135937 54 " " 0.0 0.002 0 " " 0.2 0
0.184 0.613 51 " " 0.18125 0.617969 54 " " 0.003 0.005 3 " " 0.503 3
0.38 0.244 46 " " 0.382031 0.244531 49 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.2 0.19 58 " " 0.2 0.186719 58 " " 0.0 0.003 0 " " 0.3 0
0.648 0.502 46 " " 0.648438 0.500781 44 " " 0.001 0.001 2 " " 0.101 2
0.851 0.614 59 " " 0.853125 0.615625 65 " " 0.002 0.002 6 " " 0.202 6
0.186 0.573 39 " " 2 2 2 " " 2 2 2 " " 202 2
0.49 0.545 76 " " 0.496875 0.545313 81 " " 0.007 0.0 5 " " 0.007 5
0.075 0.134 53 " " 0.0734375 0.130469 56 " " 0.002 0.004 3 " " 0.402 3
0.914 0.407 62 " " 0.917969 0.405469 61 " " 0.004 0.002 1 " " 0.20400000000000001 1
0.763 0.713 62 " " 2 2 2 " " 2 2 2 " " 202 2
0.047 0.364 51 " " 0.0492188 0.367969 51 " " 0.002 0.004 0 " " 0.402 0
0.412 0.062 60 " " 0.411719 0.0648438 62 " " 0.001 0.002 2 " " 0.201 2
0.783 0.883 55 " " 2 2 2 " " 2 2 2 " " 202 2
