x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.456 0.196 66 " " 0.454688 0.19375 73 " " 0.002 0.002 7 " " 0.202 7
0.591 0.538 66 " " 0.590625 0.538281 74 " " 0.0 0.0 8 " " 0.0 8
0.286 0.223 55 " " 0.2875 0.224219 54 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.445 0.316 82 " " 0.44375 0.317969 80 " " 0.002 0.002 2 " " 0.202 2
0.279 0.264 46 " " 0.277344 0.265625 48 " " 0.002 0.002 2 " " 0.202 2
0.871 0.204 59 " " 0.870313 0.205469 56 " " 0.001 0.002 3 " " 0.201 3
0.39 0.272 58 " " 0.392188 0.271094 68 " " 0.002 0.001 10 " " 0.10200000000000001 10
0.884 0.455 57 " " 0.884375 0.457812 58 " " 0.0 0.002 1 " " 0.2 1
0.834 0.241 51 " " 0.836719 0.242969 49 " " 0.003 0.002 2 " " 0.203 2
0.466 0.62 54 " " 0.470313 0.620313 64 " " 0.005 0.001 10 " " 0.10500000000000001 10
0.315 0.657 51 " " 0.314844 0.658594 55 " " 0.0 0.002 4 " " 0.2 4
0.504 0.798 61 " " 0.502344 0.797656 60 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.711 0.302 92 " " 0.709375 0.305469 94 " " 0.002 0.003 2 " " 0.302 2
0.43 0.629 45 " " 0.430469 0.628906 41 " " 0.0 0.0 4 " " 0.0 4
0.716 0.244 81 " " 0.717188 0.24375 101 " " 0.002 0.0 20 " " 0.002 20
0.155 0.352 98 " " 0.15625 0.352344 86 " " 0.002 0.0 12 " " 0.002 12
0.436 0.249 60 " " 0.436719 0.25 58 " " 0.001 0.001 2 " " 0.101 2
0.335 0.274 65 " " 0.335938 0.274219 70 " " 0.001 0.0 5 " " 0.001 5
0.438 0.573 58 " " 0.441406 0.574219 57 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.738 0.141 94 " " 0.738281 0.142188 94 " " 0.001 0.001 0 " " 0.101 0
0.548 0.554 51 " " 0.546875 0.553906 56 " " 0.001 0.0 5 " " 0.001 5
0.224 0.352 58 " " 0.225781 0.353125 50 " " 0.002 0.002 8 " " 0.202 8
0.142 0.538 54 " " 0.141406 0.5375 46 " " 0.001 0.001 8 " " 0.101 8
0.024 0.654 70 " " 0.0226563 0.652344 65 " " 0.002 0.002 5 " " 0.202 5
0.108 0.16 52 " " 0.105469 0.160938 50 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.142 0.183 52 " " 0.142188 0.183594 52 " " 0.0 0.001 0 " " 0.1 0
0.37 0.33 64 " " 0.371094 0.33125 64 " " 0.001 0.001 0 " " 0.101 0
0.523 0.353 57 " " 0.524219 0.353906 63 " " 0.001 0.001 6 " " 0.101 6
0.849 0.73 57 " " 0.849219 0.732813 62 " " 0.0 0.002 5 " " 0.2 5
0.822 0.293 58 " " 0.824219 0.296094 53 " " 0.002 0.003 5 " " 0.302 5
0.117 0.588 52 " " 0.11875 0.588281 50 " " 0.002 0.0 2 " " 0.002 2
0.157 0.102 47 " " 0.157031 0.102344 45 " " 0.0 0.0 2 " " 0.0 2
0.183 0.144 53 " " 0.183594 0.14375 60 " " 0.001 0.0 7 " " 0.001 7
0.221 0.605 52 " " 0.221094 0.605469 47 " " 0.0 0.001 5 " " 0.1 5
0.432 0.477 49 " " 0.432031 0.477344 53 " " 0.0 0.0 4 " " 0.0 4
0.179 0.189 46 " " 0.177344 0.190625 44 " " 0.002 0.002 2 " " 0.202 2
0.094 0.298 95 " " 0.0960938 0.298438 86 " " 0.002 0.001 9 " " 0.10200000000000001 9
0.654 0.654 51 " " 0.652344 0.655469 51 " " 0.002 0.002 0 " " 0.202 0
0.571 0.62 59 " " 0.571875 0.620313 51 " " 0.001 0.001 8 " " 0.101 8
0.331 0.614 63 " " 0.330469 0.614844 63 " " 0.001 0.001 0 " " 0.101 0
