x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.525 0.149 56 " " 0.524219 0.148438 55 " " 0.001 0.001 1 " " 0.101 1
0.018 0.435 53 " " 0.01875 0.436719 56 " " 0.001 0.002 3 " " 0.201 3
0.208 0.677 55 " " 0.209375 0.678125 59 " " 0.002 0.002 4 " " 0.202 4
0.22 0.62 66 " " 0.220313 0.617969 63 " " 0.0 0.002 3 " " 0.2 3
0.624 0.373 50 " " 0.622656 0.375 46 " " 0.002 0.002 4 " " 0.202 4
0.581 0.634 75 " " 0.580469 0.6375 80 " " 0.001 0.003 5 " " 0.301 5
0.802 0.161 98 " " 0.796875 0.157031 80 " " 0.005 0.004 18 " " 0.405 18
0.174 0.223 63 " " 0.175 0.222656 74 " " 0.001 0.0 11 " " 0.001 11
0.817 0.478 69 " " 0.81875 0.478125 67 " " 0.002 0.0 2 " " 0.002 2
0.188 0.781 42 " " 0.190625 0.780469 40 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.055 0.76 72 " " 0.053125 0.757812 75 " " 0.002 0.002 3 " " 0.202 3
0.684 0.213 52 " " 0.684375 0.211719 51 " " 0.001 0.002 1 " " 0.201 1
0.616 0.413 55 " " 0.616406 0.414062 48 " " 0.0 0.001 7 " " 0.1 7
0.134 0.652 53 " " 0.135156 0.653125 48 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.757 0.592 48 " " 0.758594 0.591406 47 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.494 0.095 54 " " 0.49375 0.09375 53 " " 0.0 0.001 1 " " 0.1 1
0.495 0.594 87 " " 0.496094 0.595312 75 " " 0.001 0.002 12 " " 0.201 12
0.576 0.274 43 " " 0.575781 0.272656 45 " " 0.0 0.002 2 " " 0.2 2
0.733 0.702 54 " " 0.728906 0.703125 50 " " 0.004 0.001 4 " " 0.10400000000000001 4
0.298 0.173 43 " " 0.297656 0.171875 44 " " 0.001 0.002 1 " " 0.201 1
0.209 0.814 44 " " 0.208594 0.815625 40 " " 0.0 0.002 4 " " 0.2 4
0.429 0.644 50 " " 0.428125 0.64375 53 " " 0.001 0.0 3 " " 0.001 3
0.103 0.328 47 " " 0.102344 0.328906 45 " " 0.001 0.001 2 " " 0.101 2
0.244 0.811 45 " " 0.242969 0.814844 47 " " 0.001 0.004 2 " " 0.401 2
0.021 0.623 52 " " 0.0210938 0.624219 54 " " 0.0 0.001 2 " " 0.1 2
0.055 0.898 56 " " 0.0523437 0.9 51 " " 0.003 0.002 5 " " 0.203 5
0.141 0.316 49 " " 0.140625 0.317187 51 " " 0.0 0.001 2 " " 0.1 2
0.526 0.354 82 " " 0.527344 0.353906 87 " " 0.001 0.0 5 " " 0.001 5
0.073 0.307 56 " " 0.0734375 0.307813 58 " " 0.0 0.001 2 " " 0.1 2
0.175 0.588 50 " " 0.176563 0.591406 57 " " 0.002 0.003 7 " " 0.302 7
0.585 0.236 42 " " 0.584375 0.234375 37 " " 0.001 0.002 5 " " 0.201 5
0.888 0.322 52 " " 0.890625 0.322656 52 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.647 0.092 63 " " 0.646094 0.0945313 59 " " 0.001 0.002 4 " " 0.201 4
0.278 0.577 64 " " 0.278906 0.578906 61 " " 0.001 0.002 3 " " 0.201 3
0.536 0.08 62 " " 0.534375 0.0757812 58 " " 0.002 0.005 4 " " 0.502 4
0.174 0.835 46 " " 0.172656 0.835156 41 " " 0.002 0.0 5 " " 0.002 5
0.698 0.35 59 " " 0.7 0.351562 55 " " 0.002 0.002 4 " " 0.202 4
0.572 0.315 54 " " 0.56875 0.317969 54 " " 0.003 0.003 0 " " 0.303 0
0.866 0.208 51 " " 0.867188 0.205469 48 " " 0.002 0.002 3 " " 0.202 3
0.296 0.22 74 " " 0.297656 0.21875 84 " " 0.002 0.002 10 " " 0.202 10
0.263 0.626 51 " " 0.264062 0.627344 57 " " 0.002 0.002 6 " " 0.202 6
0.963 0.311 54 " " 0.961719 0.310937 54 " " 0.002 0.0 0 " " 0.002 0
0.199 0.098 58 " " 0.199219 0.096875 58 " " 0.0 0.002 0 " " 0.2 0
0.032 0.486 54 " " 0.0351562 0.4875 56 " " 0.003 0.002 2 " " 0.203 2
0.265 0.424 55 " " 0.264844 0.421875 54 " " 0.0 0.002 1 " " 0.2 1
0.799 0.35 54 " " 0.795313 0.351562 53 " " 0.004 0.002 1 " " 0.20400000000000001 1
0.905 0.241 58 " " 0.903125 0.242188 63 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.176 0.637 46 " " 0.174219 0.639063 44 " " 0.002 0.002 2 " " 0.202 2
0.928 0.128 61 " " 0.927344 0.129688 66 " " 0.001 0.002 5 " " 0.201 5
0.077 0.167 114 " " 0.0734375 0.167187 98 " " 0.003 0.0 16 " " 0.003 16
0.486 0.146 53 " " 0.485156 0.144531 63 " " 0.001 0.002 10 " " 0.201 10
0.648 0.138 43 " " 0.646875 0.139844 42 " " 0.001 0.002 1 " " 0.201 1
0.465 0.654 53 " " 0.465625 0.653906 52 " " 0.001 0.0 1 " " 0.001 1
0.38 0.172 88 " " 0.378906 0.172656 89 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.19 0.555 54 " " 0.190625 0.554688 53 " " 0.001 0.0 1 " " 0.001 1
0.305 0.694 68 " " 0.307031 0.696094 66 " " 0.002 0.002 2 " " 0.202 2
0.322 0.762 61 " " 0.322656 0.7625 50 " " 0.001 0.0 11 " " 0.001 11
0.234 0.555 58 " " 0.2375 0.553906 53 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.759 0.658 79 " " 0.758594 0.654688 68 " " 0.001 0.003 11 " " 0.301 11
0.141 0.528 48 " " 0.141406 0.528125 46 " " 0.001 0.0 2 " " 0.001 2
0.07 0.466 79 " " 0.0726563 0.46875 91 " " 0.003 0.003 12 " " 0.303 12
0.173 0.311 42 " " 0.172656 0.3125 40 " " 0.0 0.002 2 " " 0.2 2
0.056 0.834 57 " " 0.053125 0.832812 54 " " 0.003 0.001 3 " " 0.10300000000000001 3
0.699 0.105 55 " " 0.699219 0.103906 57 " " 0.0 0.002 2 " " 0.2 2
0.102 0.775 48 " " 0.103125 0.774219 48 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.223 0.73 41 " " 0.222656 0.73125 42 " " 0.001 0.002 1 " " 0.201 1
0.259 0.51 55 " " 0.257031 0.507031 51 " " 0.002 0.003 4 " " 0.302 4
0.516 0.549 47 " " 0.519531 0.55 46 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.611 0.22 52 " " 0.614062 0.219531 48 " " 0.003 0.0 4 " " 0.003 4
0.727 0.157 82 " " 0.729688 0.163281 74 " " 0.002 0.006 8 " " 0.602 8
0.348 0.713 64 " " 0.34375 0.7125 45 " " 0.004 0.0 19 " " 0.004 19
0.426 0.438 52 " " 0.427344 0.439063 52 " " 0.002 0.002 0 " " 0.202 0
0.031 0.705 43 " " 0.0304688 0.704687 40 " " 0.001 0.0 3 " " 0.001 3
0.587 0.358 44 " " 0.585938 0.358594 40 " " 0.001 0.001 4 " " 0.101 4
0.924 0.32 55 " " 0.922656 0.316406 51 " " 0.002 0.003 4 " " 0.302 4
0.205 0.499 50 " " 0.207813 0.498437 50 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.855 0.522 52 " " 0.853906 0.523438 54 " " 0.001 0.002 2 " " 0.201 2
0.726 0.607 41 " " 0.726562 0.605469 36 " " 0.001 0.002 5 " " 0.201 5
0.801 0.284 81 " " 0.801562 0.284375 80 " " 0.001 0.0 1 " " 0.001 1
0.619 0.623 43 " " 0.621875 0.624219 38 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.126 0.471 58 " " 0.124219 0.46875 60 " " 0.002 0.002 2 " " 0.202 2
0.906 0.188 63 " " 0.905469 0.182812 54 " " 0.001 0.005 9 " " 0.501 9
0.752 0.323 50 " " 0.754687 0.321094 50 " " 0.002 0.002 0 " " 0.202 0
0.959 0.177 73 " " 0.958594 0.178125 80 " " 0.0 0.002 7 " " 0.2 7
0.189 0.973 70 " " 0.185937 0.971875 65 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.563 0.155 49 " " 0.5625 0.15625 41 " " 0.001 0.001 8 " " 0.101 8
0.883 0.453 41 " " 0.882812 0.455469 50 " " 0.0 0.002 9 " " 0.2 9
0.393 0.287 51 " " 0.391406 0.289062 48 " " 0.002 0.002 3 " " 0.202 3
0.102 0.254 57 " " 0.100781 0.253906 56 " " 0.001 0.0 1 " " 0.001 1
0.02 0.371 53 " " 0.01875 0.375781 54 " " 0.001 0.005 1 " " 0.501 1
0.63 0.669 54 " " 0.629687 0.669531 58 " " 0.001 0.001 4 " " 0.101 4
