x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.505 0.609 46 " " 0.504687 0.610937 47 " " 0.001 0.002 1 " " 0.201 1
0.175 0.571 54 " " 0.173438 0.571094 60 " " 0.002 0.0 6 " " 0.002 6
0.452 0.472 68 " " 0.453906 0.469531 75 " " 0.002 0.002 7 " " 0.202 7
0.405 0.125 61 " " 0.405469 0.127344 61 " " 0.001 0.002 0 " " 0.201 0
0.66 0.402 51 " " 0.661719 0.403906 51 " " 0.002 0.002 0 " " 0.202 0
0.055 0.187 90 " " 0.0578125 0.186719 82 " " 0.003 0.0 8 " " 0.003 8
0.052 0.661 81 " " 0.0523437 0.660156 74 " " 0.001 0.001 7 " " 0.101 7
0.382 0.492 82 " " 0.383594 0.492188 80 " " 0.002 0.0 2 " " 0.002 2
0.532 0.48 60 " " 0.532812 0.479688 65 " " 0.001 0.0 5 " " 0.001 5
0.635 0.473 55 " " 0.635938 0.471875 47 " " 0.001 0.001 8 " " 0.101 8
0.508 0.555 45 " " 0.507031 0.557031 55 " " 0.001 0.002 10 " " 0.201 10
0.449 0.282 57 " " 0.448438 0.282031 57 " " 0.001 0.0 0 " " 0.001 0
0.716 0.291 50 " " 0.715625 0.291406 52 " " 0.0 0.0 2 " " 0.0 2
0.221 0.522 54 " " 0.220313 0.521875 51 " " 0.001 0.0 3 " " 0.001 3
0.508 0.395 59 " " 0.508594 0.398438 64 " " 0.001 0.003 5 " " 0.301 5
0.878 0.672 57 " " 0.878906 0.672656 61 " " 0.001 0.001 4 " " 0.101 4
0.404 0.254 67 " " 0.405469 0.255469 75 " " 0.002 0.002 8 " " 0.202 8
0.29 0.403 60 " " 0.292188 0.401563 59 " " 0.002 0.002 1 " " 0.202 1
0.223 0.169 98 " " 0.225 0.169531 92 " " 0.002 0.001 6 " " 0.10200000000000001 6
0.194 0.617 69 " " 0.194531 0.620313 64 " " 0.001 0.003 5 " " 0.301 5
0.352 0.178 63 " " 0.349219 0.178125 58 " " 0.002 0.0 5 " " 0.002 5
0.527 0.871 52 " " 0.528125 0.871094 46 " " 0.002 0.0 6 " " 0.002 6
0.446 0.823 52 " " 0.446875 0.821875 49 " " 0.001 0.001 3 " " 0.101 3
0.888 0.305 85 " " 0.890625 0.303125 80 " " 0.002 0.002 5 " " 0.202 5
0.272 0.448 52 " " 0.271094 0.448438 52 " " 0.001 0.001 0 " " 0.101 0
0.129 0.189 74 " " 0.127344 0.192969 75 " " 0.002 0.004 1 " " 0.402 1
0.223 0.687 62 " " 0.221875 0.685938 75 " " 0.002 0.001 13 " " 0.10200000000000001 13
0.809 0.427 47 " " 0.810938 0.429688 45 " " 0.002 0.002 2 " " 0.202 2
0.314 0.211 57 " " 0.314063 0.2125 59 " " 0.0 0.002 2 " " 0.2 2
0.25 0.553 61 " " 0.25 0.55625 65 " " 0.0 0.003 4 " " 0.3 4
0.145 0.836 54 " " 0.145313 0.836719 53 " " 0.001 0.001 1 " " 0.101 1
0.349 0.545 74 " " 0.346875 0.54375 70 " " 0.002 0.002 4 " " 0.202 4
0.518 0.523 42 " " 0.521094 0.521875 40 " " 0.003 0.001 2 " " 0.10300000000000001 2
0.778 0.832 68 " " 0.778906 0.832031 65 " " 0.001 0.0 3 " " 0.001 3
0.645 0.585 47 " " 0.644531 0.586719 42 " " 0.0 0.002 5 " " 0.2 5
0.316 0.337 50 " " 0.317187 0.339063 53 " " 0.002 0.002 3 " " 0.202 3
0.48 0.108 70 " " 0.482812 0.103906 58 " " 0.002 0.004 12 " " 0.402 12
0.191 0.841 61 " " 0.189063 0.839844 63 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.571 0.724 63 " " 0.574219 0.733594 63 " " 0.003 0.01 0 " " 1.003 0
0.769 0.224 62 " " 0.76875 0.221094 60 " " 0.0 0.003 2 " " 0.3 2
0.505 0.325 47 " " 0.50625 0.328906 44 " " 0.002 0.004 3 " " 0.402 3
0.43 0.528 64 " " 0.429688 0.530469 62 " " 0.001 0.002 2 " " 0.201 2
