x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.112 0.18 54 " " 0.113281 0.180469 66 " " 0.002 0.001 12 " " 0.10200000000000001 12
0.837 0.477 60 " " 0.836719 0.479688 60 " " 0.0 0.003 0 " " 0.3 0
0.476 0.327 56 " " 0.475 0.328125 53 " " 0.001 0.002 3 " " 0.201 3
0.477 0.667 54 " " 0.478125 0.666406 58 " " 0.001 0.001 4 " " 0.101 4
0.96 0.397 50 " " 0.960938 0.396875 51 " " 0.001 0.0 1 " " 0.001 1
0.92 0.541 68 " " 0.917969 0.541406 59 " " 0.002 0.0 9 " " 0.002 9
0.396 0.15 58 " " 0.392969 0.150781 58 " " 0.003 0.001 0 " " 0.10300000000000001 0
0.705 0.307 59 " " 0.703906 0.307031 58 " " 0.001 0.0 1 " " 0.001 1
0.172 0.121 76 " " 0.171875 0.11875 80 " " 0.0 0.002 4 " " 0.2 4
0.338 0.156 58 " " 0.3375 0.157813 63 " " 0.001 0.002 5 " " 0.201 5
0.297 0.374 72 " " 0.295312 0.371094 70 " " 0.002 0.003 2 " " 0.302 2
0.45 0.119 61 " " 0.451562 0.119531 66 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.563 0.32 45 " " 0.564844 0.320312 51 " " 0.002 0.0 6 " " 0.002 6
0.307 0.53 57 " " 0.30625 0.532031 52 " " 0.001 0.002 5 " " 0.201 5
0.563 0.551 51 " " 0.563281 0.550781 49 " " 0.0 0.0 2 " " 0.0 2
0.849 0.673 55 " " 0.848437 0.669531 55 " " 0.001 0.003 0 " " 0.301 0
0.438 0.389 67 " " 0.439844 0.389062 62 " " 0.002 0.0 5 " " 0.002 5
0.121 0.136 52 " " 0.121094 0.135937 48 " " 0.0 0.0 4 " " 0.0 4
0.229 0.309 46 " " 0.227344 0.310937 46 " " 0.002 0.002 0 " " 0.202 0
0.195 0.391 56 " " 0.196094 0.391406 55 " " 0.001 0.0 1 " " 0.001 1
0.352 0.531 50 " " 0.351562 0.535937 47 " " 0.001 0.005 3 " " 0.501 3
0.885 0.486 65 " " 0.883594 0.485938 64 " " 0.002 0.0 1 " " 0.002 1
0.403 0.523 53 " " 0.403125 0.519531 59 " " 0.0 0.003 6 " " 0.3 6
0.909 0.164 48 " " 0.90625 0.165625 48 " " 0.002 0.002 0 " " 0.202 0
0.152 0.304 58 " " 0.150781 0.30625 64 " " 0.001 0.002 6 " " 0.201 6
0.616 0.566 74 " " 0.615625 0.567969 73 " " 0.001 0.002 1 " " 0.201 1
0.46 0.287 47 " " 0.457031 0.289062 46 " " 0.003 0.002 1 " " 0.203 1
0.384 0.352 48 " " 0.385156 0.353906 47 " " 0.001 0.002 1 " " 0.201 1
0.814 0.633 50 " " 0.814844 0.632031 58 " " 0.001 0.001 8 " " 0.101 8
0.106 0.41 62 " " 0.107031 0.410937 66 " " 0.001 0.001 4 " " 0.101 4
0.745 0.026 64 " " 0.746094 0.028125 62 " " 0.001 0.002 2 " " 0.201 2
0.623 0.746 59 " " 0.622656 0.744531 56 " " 0.0 0.002 3 " " 0.2 3
0.059 0.457 91 " " 0.0578125 0.460156 92 " " 0.001 0.003 1 " " 0.301 1
0.212 0.348 47 " " 0.2125 0.347656 48 " " 0.0 0.001 1 " " 0.1 1
0.587 0.074 45 " " 0.586719 0.0734375 37 " " 0.0 0.001 8 " " 0.1 8
