x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.482 0.417 62 " " 0.483594 0.417969 65 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.299 0.82 50 " " 0.298438 0.821875 47 " " 0.001 0.002 3 " " 0.201 3
0.292 0.402 73 " " 0.291406 0.403125 66 " " 0.001 0.002 7 " " 0.201 7
0.927 0.516 56 " " 0.927344 0.520312 58 " " 0.0 0.004 2 " " 0.4 2
0.212 0.177 67 " " 0.215625 0.176563 62 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.411 0.159 66 " " 0.409375 0.15625 59 " " 0.002 0.003 7 " " 0.302 7
0.02 0.8 62 " " 0.021875 0.798437 61 " " 0.002 0.002 1 " " 0.202 1
0.266 0.72 56 " " 0.265625 0.71875 55 " " 0.0 0.001 1 " " 0.1 1
0.39 0.098 54 " " 0.391406 0.103125 48 " " 0.001 0.005 6 " " 0.501 6
0.033 0.383 55 " " 0.0335938 0.383594 65 " " 0.001 0.001 10 " " 0.101 10
0.352 0.429 54 " " 0.348437 0.43125 55 " " 0.003 0.002 1 " " 0.203 1
0.595 0.645 56 " " 0.592188 0.64375 47 " " 0.002 0.002 9 " " 0.202 9
0.648 0.202 64 " " 0.646875 0.200781 56 " " 0.001 0.001 8 " " 0.101 8
0.102 0.261 45 " " 0.100781 0.260938 40 " " 0.001 0.0 5 " " 0.001 5
0.512 0.38 50 " " 0.5125 0.382031 48 " " 0.001 0.002 2 " " 0.201 2
0.775 0.336 57 " " 0.773438 0.335938 53 " " 0.002 0.0 4 " " 0.002 4
0.127 0.423 45 " " 0.128125 0.422656 42 " " 0.001 0.0 3 " " 0.001 3
0.113 0.177 49 " " 0.114844 0.177344 51 " " 0.002 0.0 2 " " 0.002 2
0.277 0.785 52 " " 0.278125 0.789062 51 " " 0.002 0.004 1 " " 0.402 1
0.486 0.287 59 " " 0.483594 0.285156 59 " " 0.002 0.002 0 " " 0.202 0
0.046 0.64 66 " " 0.0460938 0.639844 65 " " 0.0 0.0 1 " " 0.0 1
0.398 0.263 65 " " 0.395312 0.261719 60 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.652 0.547 97 " " 0.65 0.544531 88 " " 0.002 0.002 9 " " 0.202 9
0.762 0.599 55 " " 0.7625 0.600781 54 " " 0.0 0.002 1 " " 0.2 1
0.549 0.756 55 " " 0.55 0.755469 56 " " 0.001 0.001 1 " " 0.101 1
0.35 0.798 44 " " 0.349219 0.8 46 " " 0.001 0.002 2 " " 0.201 2
0.897 0.155 65 " " 0.895312 0.155469 57 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.909 0.572 64 " " 0.908594 0.570312 65 " " 0.0 0.002 1 " " 0.2 1
0.578 0.14 60 " " 0.580469 0.139844 63 " " 0.002 0.0 3 " " 0.002 3
0.566 0.242 60 " " 0.565625 0.244531 60 " " 0.001 0.002 0 " " 0.201 0
0.161 0.239 85 " " 0.160156 0.239844 81 " " 0.001 0.001 4 " " 0.101 4
0.209 0.321 56 " " 0.210156 0.321875 60 " " 0.001 0.001 4 " " 0.101 4
0.308 0.734 62 " " 0.307813 0.732031 68 " " 0.0 0.002 6 " " 0.2 6
0.092 0.406 57 " " 0.0914062 0.407031 59 " " 0.001 0.001 2 " " 0.101 2
0.161 0.578 59 " " 2 2 2 " " 2 2 2 " " 202 2
0.262 0.543 45 " " 0.263281 0.542188 46 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.379 0.475 60 " " 0.379687 0.475781 56 " " 0.001 0.001 4 " " 0.101 4
0.151 0.177 52 " " 0.151562 0.178125 53 " " 0.001 0.001 1 " " 0.101 1
0.438 0.431 59 " " 0.435937 0.430469 52 " " 0.002 0.001 7 " " 0.10200000000000001 7
0.549 0.105 58 " " 0.55 0.104687 56 " " 0.001 0.0 2 " " 0.001 2
0.189 0.122 57 " " 0.189063 0.120312 59 " " 0.0 0.002 2 " " 0.2 2
0.122 0.559 46 " " 0.121094 0.559375 48 " " 0.001 0.001 2 " " 0.101 2
0.364 0.833 45 " " 0.366406 0.835938 50 " " 0.002 0.003 5 " " 0.302 5
