x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.688 0.277 88 " " 0.684375 0.278125 96 " " 0.004 0.002 8 " " 0.20400000000000001 8
0.132 0.374 57 " " 0.132812 0.375 57 " " 0.001 0.001 0 " " 0.101 0
0.112 0.165 71 " " 0.115625 0.165625 71 " " 0.004 0.001 0 " " 0.10400000000000001 0
0.304 0.523 57 " " 0.303906 0.521094 51 " " 0.0 0.002 6 " " 0.2 6
0.43 0.842 59 " " 0.432031 0.84375 61 " " 0.002 0.002 2 " " 0.202 2
0.613 0.424 70 " " 0.611719 0.41875 70 " " 0.002 0.005 0 " " 0.502 0
0.1 0.47 56 " " 0.100781 0.472656 57 " " 0.001 0.003 1 " " 0.301 1
0.248 0.377 60 " " 0.249219 0.377344 55 " " 0.001 0.0 5 " " 0.001 5
0.245 0.662 53 " " 0.241406 0.664844 51 " " 0.004 0.002 2 " " 0.20400000000000001 2
0.741 0.834 57 " " 0.7375 0.832031 63 " " 0.003 0.002 6 " " 0.203 6
0.138 0.501 50 " " 0.136719 0.499219 49 " " 0.001 0.002 1 " " 0.201 1
0.128 0.804 82 " " 0.129688 0.803125 81 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.652 0.764 55 " " 0.653125 0.763281 56 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.432 0.498 66 " " 0.432813 0.496094 68 " " 0.001 0.002 2 " " 0.201 2
0.58 0.714 37 " " 0.583594 0.692187 38 " " 0.004 0.022 1 " " 2.2039999999999997 1
0.943 0.597 70 " " 0.94375 0.592969 66 " " 0.001 0.004 4 " " 0.401 4
0.686 0.537 53 " " 0.686719 0.5375 47 " " 0.001 0.0 6 " " 0.001 6
0.527 0.331 60 " " 0.526563 0.335156 64 " " 0.0 0.004 4 " " 0.4 4
0.243 0.431 70 " " 0.24375 0.427344 66 " " 0.001 0.004 4 " " 0.401 4
0.459 0.211 62 " " 0.460156 0.211719 57 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.204 0.49 91 " " 0.201562 0.48125 82 " " 0.002 0.009 9 " " 0.9019999999999999 9
0.709 0.338 60 " " 0.710938 0.335938 55 " " 0.002 0.002 5 " " 0.202 5
0.91 0.305 90 " " 0.914062 0.30625 103 " " 0.004 0.002 13 " " 0.20400000000000001 13
0.077 0.207 48 " " 0.0757812 0.207813 48 " " 0.001 0.001 0 " " 0.101 0
0.233 0.74 45 " " 0.228125 0.736719 46 " " 0.005 0.003 1 " " 0.305 1
0.039 0.201 44 " " 0.0414063 0.203906 39 " " 0.002 0.003 5 " " 0.302 5
0.753 0.674 56 " " 0.753906 0.676562 50 " " 0.001 0.002 6 " " 0.201 6
0.285 0.645 59 " " 0.283594 0.644531 55 " " 0.002 0.0 4 " " 0.002 4
0.349 0.337 89 " " 0.352344 0.3375 96 " " 0.003 0.001 7 " " 0.10300000000000001 7
0.518 0.699 55 " " 0.517969 0.700781 52 " " 0.0 0.002 3 " " 0.2 3
0.637 0.473 57 " " 0.639844 0.470313 54 " " 0.002 0.002 3 " " 0.202 3
0.465 0.75 59 " " 0.464844 0.741406 51 " " 0.0 0.009 8 " " 0.8999999999999999 8
0.667 0.425 52 " " 0.667969 0.421094 39 " " 0.001 0.004 13 " " 0.401 13
0.279 0.494 48 " " 0.279687 0.495313 41 " " 0.001 0.002 7 " " 0.201 7
0.036 0.246 74 " " 0.034375 0.249219 76 " " 0.002 0.003 2 " " 0.302 2
0.685 0.374 59 " " 0.686719 0.375781 57 " " 0.002 0.002 2 " " 0.202 2
0.56 0.654 41 " " 0.558594 0.653125 42 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.171 0.153 50 " " 0.173438 0.152344 52 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.219 0.552 61 " " 0.220313 0.553125 56 " " 0.002 0.002 5 " " 0.202 5
0.358 0.644 57 " " 0.357812 0.646875 56 " " 0.0 0.003 1 " " 0.3 1
0.832 0.802 55 " " 0.826563 0.799219 50 " " 0.005 0.002 5 " " 0.20500000000000002 5
0.434 0.336 49 " " 0.433594 0.339063 52 " " 0.001 0.003 3 " " 0.301 3
0.228 0.332 46 " " 0.228125 0.332031 48 " " 0.0 0.0 2 " " 0.0 2
0.048 0.481 44 " " 0.0476562 0.483594 51 " " 0.0 0.002 7 " " 0.2 7
