x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.477 0.403 89 " " 0.478125 0.403906 86 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.793 0.603 56 " " 0.790625 0.601562 53 " " 0.002 0.002 3 " " 0.202 3
0.811 0.557 76 " " 0.810938 0.554688 77 " " 0.0 0.002 1 " " 0.2 1
0.084 0.684 114 " " 0.08125 0.685156 114 " " 0.003 0.002 0 " " 0.203 0
0.58 0.215 59 " " 0.579687 0.217187 61 " " 0.001 0.002 2 " " 0.201 2
0.37 0.528 59 " " 0.372656 0.53125 60 " " 0.002 0.003 1 " " 0.302 1
0.516 0.684 103 " " 0.521094 0.682031 99 " " 0.005 0.002 4 " " 0.20500000000000002 4
0.228 0.666 63 " " 0.230469 0.664844 67 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.53 0.263 56 " " 0.529688 0.2625 59 " " 0.0 0.0 3 " " 0.0 3
0.03 0.627 45 " " 0.0289063 0.624219 47 " " 0.001 0.002 2 " " 0.201 2
0.083 0.555 52 " " 0.084375 0.55625 55 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.377 0.469 61 " " 0.377344 0.469531 67 " " 0.0 0.001 6 " " 0.1 6
0.483 0.281 63 " " 0.482812 0.280469 64 " " 0.0 0.001 1 " " 0.1 1
0.753 0.168 60 " " 0.750781 0.167969 61 " " 0.002 0.0 1 " " 0.002 1
0.085 0.298 49 " " 0.0859375 0.298438 43 " " 0.001 0.001 6 " " 0.101 6
0.464 0.227 76 " " 0.466406 0.227344 71 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.484 0.588 79 " " 0.485156 0.589063 74 " " 0.001 0.002 5 " " 0.201 5
0.698 0.266 58 " " 0.7 0.271094 68 " " 0.002 0.005 10 " " 0.502 10
0.052 0.297 63 " " 0.0515625 0.292969 64 " " 0.0 0.004 1 " " 0.4 1
0.19 0.141 53 " " 0.189063 0.141406 50 " " 0.001 0.0 3 " " 0.001 3
0.728 0.823 55 " " 0.728906 0.824219 49 " " 0.001 0.001 6 " " 0.101 6
0.498 0.47 67 " " 0.499219 0.470313 68 " " 0.001 0.0 1 " " 0.001 1
0.266 0.867 61 " " 0.265625 0.870313 59 " " 0.0 0.003 2 " " 0.3 2
0.727 0.562 60 " " 0.726562 0.564062 63 " " 0.001 0.002 3 " " 0.201 3
0.239 0.48 62 " " 0.240625 0.480469 62 " " 0.002 0.0 0 " " 0.002 0
0.219 0.151 44 " " 0.219531 0.150781 43 " " 0.001 0.0 1 " " 0.001 1
0.109 0.261 52 " " 0.107813 0.258594 46 " " 0.001 0.002 6 " " 0.201 6
0.116 0.22 60 " " 0.115625 0.219531 56 " " 0.0 0.0 4 " " 0.0 4
0.157 0.623 48 " " 0.15625 0.624219 46 " " 0.001 0.001 2 " " 0.101 2
0.724 0.637 68 " " 0.722656 0.6375 68 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.761 0.774 54 " " 0.760156 0.774219 53 " " 0.001 0.0 1 " " 0.001 1
0.588 0.805 49 " " 0.584375 0.807813 61 " " 0.003 0.003 12 " " 0.303 12
0.816 0.427 60 " " 0.816406 0.428125 54 " " 0.0 0.001 6 " " 0.1 6
0.279 0.077 69 " " 0.280469 0.0789063 73 " " 0.002 0.002 4 " " 0.202 4
0.143 0.173 53 " " 0.142188 0.171875 53 " " 0.001 0.001 0 " " 0.101 0
0.022 0.58 56 " " 0.0234375 0.580469 54 " " 0.002 0.0 2 " " 0.002 2
0.71 0.443 67 " " 0.709375 0.44375 66 " " 0.001 0.001 1 " " 0.101 1
0.402 0.677 52 " " 0.401563 0.678906 54 " " 0.0 0.002 2 " " 0.2 2
0.162 0.76 74 " " 0.164062 0.7625 73 " " 0.002 0.002 1 " " 0.202 1
0.191 0.651 51 " " 0.189844 0.653125 50 " " 0.002 0.002 1 " " 0.202 1
0.627 0.409 51 " " 0.628125 0.409375 45 " " 0.001 0.001 6 " " 0.101 6
