x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.349 0.447 78 " " 0.347656 0.447656 81 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.58 0.666 58 " " 0.580469 0.667188 58 " " 0.0 0.002 0 " " 0.2 0
0.568 0.269 82 " " 0.564844 0.26875 88 " " 0.003 0.0 6 " " 0.003 6
0.697 0.225 72 " " 0.696875 0.222656 70 " " 0.0 0.002 2 " " 0.2 2
0.4 0.495 61 " " 0.400781 0.497656 55 " " 0.001 0.002 6 " " 0.201 6
0.444 0.731 57 " " 0.442969 0.732813 58 " " 0.001 0.002 1 " " 0.201 1
0.607 0.711 55 " " 0.609375 0.713281 60 " " 0.002 0.002 5 " " 0.202 5
0.788 0.751 47 " " 0.789062 0.752344 48 " " 0.001 0.002 1 " " 0.201 1
0.448 0.631 68 " " 0.447656 0.632812 62 " " 0.0 0.002 6 " " 0.2 6
0.68 0.587 82 " " 0.678906 0.583594 82 " " 0.002 0.003 0 " " 0.302 0
0.481 0.407 59 " " 0.478125 0.407031 59 " " 0.003 0.0 0 " " 0.003 0
0.411 0.452 52 " " 0.411719 0.453906 51 " " 0.001 0.002 1 " " 0.201 1
0.624 0.661 46 " " 0.625781 0.658594 43 " " 0.002 0.002 3 " " 0.202 3
0.681 0.412 92 " " 0.68125 0.410156 86 " " 0.0 0.002 6 " " 0.2 6
0.828 0.784 70 " " 0.826563 0.782812 67 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.035 0.116 60 " " 0.034375 0.115625 57 " " 0.001 0.0 3 " " 0.001 3
0.344 0.513 64 " " 0.342187 0.514844 58 " " 0.002 0.002 6 " " 0.202 6
0.524 0.602 48 " " 0.523438 0.603906 44 " " 0.001 0.002 4 " " 0.201 4
0.77 0.472 115 " " 0.769531 0.469531 110 " " 0.001 0.002 5 " " 0.201 5
0.054 0.919 96 " " 0.0546875 0.915625 101 " " 0.001 0.003 5 " " 0.301 5
0.499 0.556 58 " " 0.498437 0.557031 54 " " 0.001 0.001 4 " " 0.101 4
0.032 0.227 51 " " 0.0296875 0.227344 52 " " 0.002 0.0 1 " " 0.002 1
0.147 0.695 112 " " 0.148438 0.69375 117 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.103 0.183 55 " " 0.101562 0.182812 55 " " 0.002 0.0 0 " " 0.002 0
0.491 0.605 54 " " 0.492188 0.607813 51 " " 0.001 0.003 3 " " 0.301 3
0.584 0.416 60 " " 0.583594 0.415625 60 " " 0.001 0.001 0 " " 0.101 0
0.479 0.463 51 " " 0.479688 0.461719 50 " " 0.001 0.002 1 " " 0.201 1
0.624 0.242 60 " " 0.622656 0.242969 56 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.787 0.217 86 " " 0.785937 0.214844 79 " " 0.001 0.002 7 " " 0.201 7
0.597 0.32 49 " " 0.597656 0.319531 46 " " 0.001 0.001 3 " " 0.101 3
0.016 0.534 57 " " 0.015625 0.532812 53 " " 0.0 0.001 4 " " 0.1 4
0.531 0.457 58 " " 0.530469 0.457812 62 " " 0.001 0.001 4 " " 0.101 4
0.939 0.118 84 " " 0.939062 0.117188 83 " " 0.0 0.001 1 " " 0.1 1
0.259 0.382 48 " " 0.258594 0.385156 45 " " 0.001 0.003 3 " " 0.301 3
0.271 0.798 59 " " 0.275 0.797656 58 " " 0.004 0.0 1 " " 0.004 1
0.76 0.147 54 " " 0.760938 0.146094 46 " " 0.001 0.001 8 " " 0.101 8
0.228 0.188 86 " " 0.228906 0.1875 83 " " 0.001 0.001 3 " " 0.101 3
0.633 0.351 53 " " 0.633594 0.353125 54 " " 0.001 0.002 1 " " 0.201 1
0.232 0.505 103 " " 0.234375 0.504687 99 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.096 0.466 66 " " 0.0960938 0.465625 66 " " 0.0 0.0 0 " " 0.0 0
0.537 0.331 44 " " 0.539062 0.330469 50 " " 0.002 0.001 6 " " 0.10200000000000001 6
0.387 0.711 46 " " 0.385938 0.710938 45 " " 0.001 0.0 1 " " 0.001 1
0.5 0.752 58 " " 0.501562 0.753125 55 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.234 0.355 54 " " 0.234375 0.35625 49 " " 0.0 0.001 5 " " 0.1 5
0.539 0.751 51 " " 0.539844 0.754687 46 " " 0.001 0.004 5 " " 0.401 5
0.887 0.609 78 " " 0.885938 0.607813 72 " " 0.001 0.002 6 " " 0.201 6
0.091 0.853 83 " " 0.0898438 0.852344 75 " " 0.001 0.001 8 " " 0.101 8
0.027 0.284 71 " " 0.0265625 0.282813 67 " " 0.0 0.002 4 " " 0.2 4
0.163 0.198 56 " " 0.165625 0.203125 52 " " 0.002 0.005 4 " " 0.502 4
0.647 0.113 73 " " 0.647656 0.113281 77 " " 0.001 0.0 4 " " 0.001 4
0.721 0.729 51 " " 0.723437 0.729688 56 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.02 0.627 47 " " 0.0203125 0.628125 49 " " 0.001 0.001 2 " " 0.101 2
0.057 0.53 58 " " 0.05625 0.529688 59 " " 0.001 0.0 1 " " 0.001 1
0.087 0.389 70 " " 0.0851562 0.390625 66 " " 0.002 0.002 4 " " 0.202 4
0.692 0.704 53 " " 0.691406 0.705469 55 " " 0.001 0.002 2 " " 0.201 2
0.364 0.677 46 " " 0.3625 0.678125 48 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.681 0.076 58 " " 0.682031 0.0773437 59 " " 0.001 0.002 1 " " 0.201 1
0.412 0.357 49 " " 0.411719 0.35625 50 " " 0.0 0.001 1 " " 0.1 1
0.704 0.332 57 " " 0.705469 0.330469 61 " " 0.002 0.002 4 " " 0.202 4
0.755 0.747 41 " " 0.753906 0.748438 42 " " 0.001 0.002 1 " " 0.201 1
0.441 0.577 44 " " 0.44375 0.577344 44 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.025 0.188 42 " " 0.0273438 0.190625 36 " " 0.002 0.002 6 " " 0.202 6
0.434 0.529 47 " " 0.433594 0.528125 47 " " 0.001 0.001 0 " " 0.101 0
0.223 0.829 59 " " 0.220313 0.829687 49 " " 0.002 0.001 10 " " 0.10200000000000001 10
0.724 0.445 57 " " 0.727344 0.442969 56 " " 0.003 0.002 1 " " 0.203 1
0.735 0.534 66 " " 0.732813 0.535156 66 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.376 0.137 64 " " 0.376563 0.135156 62 " " 0.001 0.002 2 " " 0.201 2
0.869 0.134 58 " " 0.86875 0.132812 61 " " 0.0 0.001 3 " " 0.1 3
0.249 0.652 48 " " 0.249219 0.650781 39 " " 0.0 0.001 9 " " 0.1 9
0.014 0.46 44 " " 2 2 2 " " 2 2 2 " " 202 2
0.557 0.714 65 " " 0.558594 0.717188 62 " " 0.002 0.003 3 " " 0.302 3
0.576 0.108 87 " " 0.575781 0.109375 87 " " 0.0 0.002 0 " " 0.2 0
0.298 0.475 60 " " 0.296875 0.473437 53 " " 0.001 0.002 7 " " 0.201 7
0.596 0.762 53 " " 0.597656 0.7625 52 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.737 0.778 44 " " 0.736719 0.779688 40 " " 0.0 0.002 4 " " 0.2 4
0.609 0.454 55 " " 0.609375 0.464063 63 " " 0.001 0.01 8 " " 1.001 8
0.202 0.867 46 " " 0.202344 0.866406 47 " " 0.0 0.001 1 " " 0.1 1
0.33 0.836 63 " " 0.329688 0.835938 66 " " 0.0 0.0 3 " " 0.0 3
0.315 0.661 69 " " 0.316406 0.666406 61 " " 0.002 0.005 8 " " 0.502 8
0.292 0.348 44 " " 0.292188 0.347656 50 " " 0.0 0.0 6 " " 0.0 6
0.167 0.24 38 " " 0.167187 0.241406 36 " " 0.0 0.002 2 " " 0.2 2
0.523 0.679 51 " " 0.521875 0.679688 49 " " 0.001 0.001 2 " " 0.101 2
0.292 0.534 62 " " 0.292188 0.533594 74 " " 0.0 0.001 12 " " 0.1 12
0.023 0.056 60 " " 0.0210938 0.0515625 56 " " 0.002 0.005 4 " " 0.502 4
0.799 0.141 45 " " 0.8 0.142969 48 " " 0.001 0.002 3 " " 0.201 3
0.908 0.302 38 " " 0.908594 0.303906 43 " " 0.001 0.002 5 " " 0.201 5
0.464 0.677 49 " " 0.465625 0.678125 55 " " 0.002 0.002 6 " " 0.202 6
0.463 0.516 48 " " 0.467187 0.516406 44 " " 0.004 0.001 4 " " 0.10400000000000001 4
0.372 0.327 54 " " 0.373437 0.327344 48 " " 0.002 0.0 6 " " 0.002 6
0.691 0.649 64 " " 0.689844 0.646875 58 " " 0.001 0.002 6 " " 0.201 6
0.396 0.675 40 " " 0.396094 0.675781 35 " " 0.0 0.001 5 " " 0.1 5
0.087 0.227 60 " " 0.0851562 0.232031 62 " " 0.002 0.005 2 " " 0.502 2
0.109 0.345 49 " " 0.110156 0.344531 43 " " 0.001 0.0 6 " " 0.001 6
0.388 0.409 53 " " 0.388281 0.409375 56 " " 0.001 0.0 3 " " 0.001 3
0.033 0.593 47 " " 0.0351562 0.592969 42 " " 0.002 0.0 5 " " 0.002 5
0.464 0.879 45 " " 0.465625 0.878125 38 " " 0.002 0.001 7 " " 0.10200000000000001 7
0.201 0.713 56 " " 0.198437 0.713281 53 " " 0.002 0.0 3 " " 0.002 3
0.042 0.392 56 " " 0.0414063 0.392188 65 " " 0.001 0.0 9 " " 0.001 9
0.539 0.636 44 " " 0.540625 0.635156 46 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.515 0.148 53 " " 0.515625 0.146875 57 " " 0.001 0.001 4 " " 0.101 4
0.084 0.512 41 " " 0.0859375 0.508594 38 " " 0.002 0.004 3 " " 0.402 3
0.83 0.709 59 " " 0.829687 0.710938 53 " " 0.001 0.002 6 " " 0.201 6
0.533 0.066 54 " " 0.53125 0.0671875 56 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.308 0.099 68 " " 0.308594 0.1 68 " " 0.001 0.001 0 " " 0.101 0
0.909 0.333 52 " " 0.911719 0.335938 46 " " 0.002 0.003 6 " " 0.302 6
0.434 0.863 67 " " 0.43125 0.860156 48 " " 0.002 0.002 19 " " 0.202 19
0.183 0.444 46 " " 0.184375 0.44375 46 " " 0.002 0.0 0 " " 0.002 0
0.17 0.878 47 " " 0.169531 0.878906 39 " " 0.001 0.001 8 " " 0.101 8
0.571 0.471 55 " " 0.571875 0.466406 49 " " 0.001 0.005 6 " " 0.501 6
0.418 0.12 49 " " 0.417969 0.117969 37 " " 0.0 0.002 12 " " 0.2 12
0.213 0.636 47 " " 0.215625 0.6375 47 " " 0.002 0.002 0 " " 0.202 0
0.649 0.617 63 " " 0.648438 0.621094 53 " " 0.001 0.004 10 " " 0.401 10
0.595 0.363 38 " " 0.596094 0.364062 40 " " 0.001 0.001 2 " " 0.101 2
0.436 0.409 44 " " 0.435156 0.410937 51 " " 0.001 0.002 7 " " 0.201 7
0.059 0.716 88 " " 0.0546875 0.716406 83 " " 0.005 0.0 5 " " 0.005 5
0.36 0.586 40 " " 0.359375 0.585156 38 " " 0.001 0.001 2 " " 0.101 2
0.789 0.065 48 " " 0.789844 0.059375 46 " " 0.001 0.005 2 " " 0.501 2
0.821 0.102 46 " " 0.820312 0.103125 49 " " 0.001 0.002 3 " " 0.201 3
0.673 0.528 54 " " 0.671094 0.528125 48 " " 0.002 0.0 6 " " 0.002 6
0.602 0.205 50 " " 0.600781 0.204688 48 " " 0.002 0.0 2 " " 0.002 2
0.44 0.472 51 " " 0.441406 0.467969 46 " " 0.002 0.004 5 " " 0.402 5
0.464 0.362 46 " " 0.460938 0.361719 42 " " 0.003 0.0 4 " " 0.003 4
0.873 0.774 51 " " 0.873438 0.773438 48 " " 0.001 0.001 3 " " 0.101 3
0.662 0.691 52 " " 0.660937 0.692969 53 " " 0.001 0.002 1 " " 0.201 1
0.279 0.695 55 " " 0.28125 0.696094 52 " " 0.002 0.002 3 " " 0.202 3
0.143 0.58 208 " " 0.144531 0.56875 234 " " 0.002 0.011 26 " " 1.1019999999999999 26
0.803 0.287 58 " " 0.803125 0.285937 55 " " 0.0 0.001 3 " " 0.1 3
0.047 0.803 47 " " 0.046875 0.804688 47 " " 0.0 0.002 0 " " 0.2 0
0.174 0.135 59 " " 0.171094 0.1375 48 " " 0.003 0.002 11 " " 0.203 11
0.52 0.52 46 " " 0.521094 0.521875 48 " " 0.001 0.002 2 " " 0.201 2
0.145 0.156 43 " " 0.14375 0.158594 50 " " 0.002 0.002 7 " " 0.202 7
0.235 0.734 47 " " 0.233594 0.733594 43 " " 0.002 0.0 4 " " 0.002 4
0.334 0.616 41 " " 0.335156 0.617969 42 " " 0.001 0.002 1 " " 0.201 1
0.302 0.387 41 " " 0.299219 0.385938 34 " " 0.003 0.001 7 " " 0.10300000000000001 7
0.419 0.319 59 " " 2 2 2 " " 2 2 2 " " 202 2
0.741 0.098 33 " " 0.715625 0.0882813 38 " " 0.026 0.01 5 " " 1.026 5
0.048 0.163 44 " " 0.0515625 0.160156 42 " " 0.003 0.002 2 " " 0.203 2
0.728 0.651 44 " " 0.727344 0.65 40 " " 0.001 0.001 4 " " 0.101 4
0.709 0.052 39 " " 0.710156 0.0539063 41 " " 0.001 0.002 2 " " 0.201 2
0.019 0.667 53 " " 0.0195312 0.667969 53 " " 0.001 0.001 0 " " 0.101 0
0.275 0.905 40 " " 2 2 2 " " 2 2 2 " " 202 2
0.466 0.312 53 " " 0.464844 0.313281 53 " " 0.001 0.001 0 " " 0.101 0
0.664 0.268 57 " " 0.664062 0.267188 57 " " 0.0 0.001 0 " " 0.1 0
0.536 0.558 39 " " 0.539062 0.557813 41 " " 0.003 0.0 2 " " 0.003 2
0.784 0.37 67 " " 0.788281 0.376563 59 " " 0.004 0.007 8 " " 0.7040000000000001 8
0.651 0.199 45 " " 0.650781 0.196875 46 " " 0.0 0.002 1 " " 0.2 1
0.148 0.436 45 " " 0.148438 0.439063 47 " " 0.0 0.003 2 " " 0.3 2
0.827 0.042 46 " " 0.825 0.0421875 48 " " 0.002 0.0 2 " " 0.002 2
0.556 0.209 53 " " 0.555469 0.207813 50 " " 0.001 0.002 3 " " 0.201 3
