x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.158 0.429 82 " " 0.157031 0.428906 82 " " 0.001 0.0 0 " " 0.001 0
0.32 0.698 62 " " 0.319531 0.697656 63 " " 0.001 0.0 1 " " 0.001 1
0.377 0.163 69 " " 0.377344 0.160156 71 " " 0.001 0.002 2 " " 0.201 2
0.342 0.313 79 " " 0.342969 0.313281 76 " " 0.001 0.0 3 " " 0.001 3
0.545 0.43 51 " " 0.546094 0.43125 50 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.771 0.422 58 " " 0.769531 0.421875 48 " " 0.002 0.0 10 " " 0.002 10
0.491 0.507 73 " " 0.491406 0.508594 79 " " 0.001 0.002 6 " " 0.201 6
0.674 0.263 118 " " 0.675781 0.261719 117 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.252 0.754 48 " " 0.252344 0.753125 46 " " 0.001 0.001 2 " " 0.101 2
0.715 0.024 53 " " 0.716406 0.025 54 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.94 0.41 101 " " 0.942187 0.410937 89 " " 0.002 0.001 12 " " 0.10200000000000001 12
0.1 0.193 84 " " 0.096875 0.192188 74 " " 0.003 0.001 10 " " 0.10300000000000001 10
0.869 0.425 51 " " 0.871094 0.426562 51 " " 0.002 0.002 0 " " 0.202 0
0.073 0.402 50 " " 0.0742188 0.403906 47 " " 0.001 0.002 3 " " 0.201 3
0.508 0.373 56 " " 0.505469 0.374219 55 " " 0.002 0.002 1 " " 0.202 1
0.21 0.11 79 " " 0.207813 0.107031 84 " " 0.002 0.003 5 " " 0.302 5
0.873 0.162 75 " " 0.873438 0.161719 70 " " 0.001 0.0 5 " " 0.001 5
0.013 0.777 44 " " 0.0132813 0.778906 48 " " 0.001 0.002 4 " " 0.201 4
0.481 0.201 82 " " 0.482031 0.2 96 " " 0.001 0.001 14 " " 0.101 14
0.126 0.299 55 " " 0.125781 0.297656 54 " " 0.0 0.002 1 " " 0.2 1
0.385 0.267 54 " " 0.385938 0.266406 60 " " 0.001 0.001 6 " " 0.101 6
0.631 0.715 65 " " 0.634375 0.714844 67 " " 0.003 0.0 2 " " 0.003 2
0.189 0.704 60 " " 0.192188 0.699219 58 " " 0.003 0.005 2 " " 0.503 2
0.5 0.637 79 " " 0.500781 0.634375 72 " " 0.001 0.002 7 " " 0.201 7
