x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.455 0.537 90 " " 0.457031 0.534375 88 " " 0.002 0.002 2 " " 0.202 2
0.255 0.244 51 " " 0.252344 0.246094 49 " " 0.002 0.002 2 " " 0.202 2
0.102 0.567 78 " " 0.103125 0.56875 75 " " 0.001 0.002 3 " " 0.201 3
0.191 0.662 65 " " 0.190625 0.660937 65 " " 0.0 0.002 0 " " 0.2 0
0.097 0.241 69 " " 0.0945313 0.242188 68 " " 0.002 0.002 1 " " 0.202 1
0.43 0.305 50 " " 0.428906 0.305469 51 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.487 0.738 57 " " 0.485938 0.739062 57 " " 0.001 0.002 0 " " 0.201 0
0.013 0.702 45 " " 0.0140625 0.704687 44 " " 0.001 0.002 1 " " 0.201 1
0.291 0.379 104 " " 0.2875 0.378906 102 " " 0.003 0.0 2 " " 0.003 2
0.828 0.181 55 " " 0.828906 0.182812 56 " " 0.001 0.002 1 " " 0.201 1
0.652 0.599 48 " " 0.649219 0.599219 45 " " 0.002 0.0 3 " " 0.002 3
0.033 0.554 48 " " 0.0328125 0.555469 56 " " 0.0 0.002 8 " " 0.2 8
0.116 0.642 72 " " 0.114844 0.640625 67 " " 0.001 0.002 5 " " 0.201 5
0.752 0.481 63 " " 0.75 0.482031 58 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.377 0.138 92 " " 0.378125 0.138281 93 " " 0.001 0.0 1 " " 0.001 1
0.537 0.704 53 " " 0.535156 0.703125 58 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.941 0.45 64 " " 0.942187 0.450781 64 " " 0.001 0.001 0 " " 0.101 0
0.236 0.531 86 " " 0.232812 0.53125 79 " " 0.003 0.0 7 " " 0.003 7
0.174 0.172 56 " " 0.173438 0.174219 50 " " 0.001 0.002 6 " " 0.201 6
0.845 0.381 92 " " 0.842188 0.380469 82 " " 0.003 0.001 10 " " 0.10300000000000001 10
0.24 0.066 55 " " 0.242188 0.0664062 46 " " 0.002 0.0 9 " " 0.002 9
0.474 0.686 64 " " 0.471094 0.677344 58 " " 0.003 0.009 6 " " 0.9029999999999999 6
0.378 0.305 62 " " 0.375781 0.307031 63 " " 0.002 0.002 1 " " 0.202 1
0.152 0.609 59 " " 0.152344 0.611719 61 " " 0.001 0.002 2 " " 0.201 2
0.027 0.319 70 " " 0.0265625 0.317969 72 " " 0.0 0.001 2 " " 0.1 2
0.898 0.197 56 " " 0.899219 0.196094 59 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.025 0.402 79 " " 0.028125 0.402344 73 " " 0.003 0.0 6 " " 0.003 6
0.151 0.566 44 " " 0.151562 0.566406 46 " " 0.001 0.001 2 " " 0.101 2
0.547 0.536 107 " " 0.545313 0.539062 111 " " 0.002 0.003 4 " " 0.302 4
0.379 0.486 83 " " 0.38125 0.486719 77 " " 0.002 0.001 6 " " 0.10200000000000001 6
0.47 0.283 79 " " 0.470313 0.280469 68 " " 0.0 0.002 11 " " 0.2 11
0.922 0.747 57 " " 0.922656 0.746094 60 " " 0.001 0.001 3 " " 0.101 3
0.441 0.349 57 " " 0.442187 0.350781 52 " " 0.001 0.002 5 " " 0.201 5
0.859 0.13 44 " " 0.858594 0.129688 44 " " 0.0 0.0 0 " " 0.0 0
0.475 0.213 65 " " 0.475 0.214844 65 " " 0.0 0.002 0 " " 0.2 0
0.405 0.267 54 " " 0.405469 0.26875 56 " " 0.0 0.002 2 " " 0.2 2
0.292 0.462 76 " " 0.294531 0.457812 74 " " 0.002 0.004 2 " " 0.402 2
0.19 0.263 59 " " 0.189844 0.264062 54 " " 0.0 0.002 5 " " 0.2 5
0.764 0.558 55 " " 0.764063 0.558594 56 " " 0.0 0.001 1 " " 0.1 1
0.217 0.352 52 " " 0.216406 0.353906 47 " " 0.001 0.002 5 " " 0.201 5
0.128 0.177 61 " " 0.127344 0.178906 57 " " 0.001 0.002 4 " " 0.201 4
0.258 0.112 62 " " 0.25625 0.1125 65 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.338 0.796 59 " " 0.335938 0.79375 62 " " 0.002 0.002 3 " " 0.202 3
0.885 0.623 78 " " 0.88125 0.622656 84 " " 0.004 0.001 6 " " 0.10400000000000001 6
0.4 0.613 108 " " 0.396094 0.614844 103 " " 0.004 0.002 5 " " 0.20400000000000001 5
0.923 0.246 55 " " 0.924219 0.247656 43 " " 0.002 0.002 12 " " 0.202 12
0.098 0.47 57 " " 0.0984375 0.46875 52 " " 0.0 0.002 5 " " 0.2 5
0.167 0.855 56 " " 0.166406 0.854688 62 " " 0.001 0.0 6 " " 0.001 6
0.014 0.257 51 " " 0.0171875 0.257031 61 " " 0.003 0.0 10 " " 0.003 10
0.212 0.812 62 " " 0.211719 0.814844 57 " " 0.0 0.003 5 " " 0.3 5
0.419 0.777 85 " " 0.41875 0.779688 73 " " 0.0 0.003 12 " " 0.3 12
0.339 0.327 45 " " 0.340625 0.327344 45 " " 0.002 0.0 0 " " 0.002 0
