x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.385 0.572 54 " " 0.385156 0.571875 55 " " 0.0 0.0 1 " " 0.0 1
0.598 0.619 61 " " 0.599219 0.61875 68 " " 0.001 0.0 7 " " 0.001 7
0.721 0.39 63 " " 0.721094 0.39375 64 " " 0.0 0.004 1 " " 0.4 1
0.662 0.276 65 " " 0.663281 0.277344 65 " " 0.002 0.002 0 " " 0.202 0
0.024 0.577 64 " " 0.0257812 0.575 68 " " 0.002 0.002 4 " " 0.202 4
0.407 0.385 59 " " 0.407031 0.385938 64 " " 0.0 0.001 5 " " 0.1 5
0.658 0.573 60 " " 0.657812 0.571875 65 " " 0.0 0.001 5 " " 0.1 5
0.816 0.474 60 " " 0.81875 0.478125 66 " " 0.002 0.004 6 " " 0.402 6
0.023 0.73 60 " " 0.0226563 0.732031 63 " " 0.001 0.002 3 " " 0.201 3
0.357 0.53 55 " " 0.359375 0.532812 64 " " 0.002 0.002 9 " " 0.202 9
0.394 0.452 80 " " 0.394531 0.453125 76 " " 0.001 0.001 4 " " 0.101 4
0.795 0.38 84 " " 0.798437 0.379687 77 " " 0.003 0.001 7 " " 0.10300000000000001 7
0.254 0.318 60 " " 0.253906 0.319531 67 " " 0.0 0.002 7 " " 0.2 7
0.64 0.13 71 " " 0.639063 0.129688 64 " " 0.001 0.001 7 " " 0.101 7
0.603 0.577 45 " " 0.603906 0.578125 42 " " 0.001 0.002 3 " " 0.201 3
0.029 0.813 85 " " 0.0289063 0.8125 84 " " 0.0 0.001 1 " " 0.1 1
0.643 0.523 58 " " 0.640625 0.524219 58 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.601 0.497 69 " " 0.597656 0.498437 68 " " 0.003 0.002 1 " " 0.203 1
0.469 0.245 69 " " 0.466406 0.242969 77 " " 0.002 0.002 8 " " 0.202 8
0.688 0.08 64 " " 0.6875 0.08125 67 " " 0.0 0.001 3 " " 0.1 3
0.434 0.484 67 " " 0.434375 0.485938 67 " " 0.0 0.002 0 " " 0.2 0
0.396 0.065 54 " " 0.396094 0.0671875 52 " " 0.0 0.002 2 " " 0.2 2
0.88 0.321 59 " " 0.879687 0.321875 63 " " 0.001 0.001 4 " " 0.101 4
0.082 0.183 56 " " 0.0828125 0.183594 54 " " 0.001 0.001 2 " " 0.101 2
0.537 0.507 48 " " 0.535937 0.508594 48 " " 0.002 0.002 0 " " 0.202 0
0.388 0.653 52 " " 0.385938 0.654688 55 " " 0.002 0.002 3 " " 0.202 3
0.059 0.723 52 " " 0.0609375 0.724219 52 " " 0.002 0.002 0 " " 0.202 0
0.058 0.63 75 " " 0.0585938 0.630469 70 " " 0.001 0.001 5 " " 0.101 5
0.777 0.332 63 " " 0.775781 0.332031 69 " " 0.002 0.0 6 " " 0.002 6
0.68 0.639 66 " " 0.678125 0.636719 66 " " 0.002 0.002 0 " " 0.202 0
0.342 0.38 69 " " 0.345313 0.380469 76 " " 0.003 0.001 7 " " 0.10300000000000001 7
0.504 0.495 47 " " 0.501562 0.496094 46 " " 0.002 0.002 1 " " 0.202 1
0.452 0.675 49 " " 0.451562 0.675781 48 " " 0.0 0.001 1 " " 0.1 1
0.365 0.287 78 " " 0.367969 0.283594 74 " " 0.003 0.004 4 " " 0.403 4
0.065 0.552 47 " " 0.065625 0.550781 48 " " 0.001 0.001 1 " " 0.101 1
0.272 0.457 56 " " 0.270312 0.458594 64 " " 0.002 0.002 8 " " 0.202 8
0.35 0.75 63 " " 0.351562 0.753125 65 " " 0.002 0.003 2 " " 0.302 2
