x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.309 0.551 54 " " 0.310937 0.554688 51 " " 0.002 0.004 3 " " 0.402 3
0.487 0.209 103 " " 0.490625 0.209375 99 " " 0.003 0.0 4 " " 0.003 4
0.583 0.72 67 " " 0.582812 0.71875 70 " " 0.0 0.001 3 " " 0.1 3
0.224 0.279 66 " " 0.225781 0.278906 61 " " 0.002 0.0 5 " " 0.002 5
0.746 0.745 76 " " 0.745313 0.744531 65 " " 0.001 0.001 11 " " 0.101 11
0.577 0.328 53 " " 0.575781 0.328906 55 " " 0.001 0.001 2 " " 0.101 2
0.829 0.345 52 " " 0.828906 0.346094 53 " " 0.0 0.001 1 " " 0.1 1
0.257 0.427 47 " " 0.257812 0.428906 46 " " 0.001 0.002 1 " " 0.201 1
0.834 0.593 66 " " 0.833594 0.594531 69 " " 0.001 0.002 3 " " 0.201 3
0.673 0.102 57 " " 0.673437 0.102344 60 " " 0.001 0.0 3 " " 0.001 3
0.405 0.366 47 " " 0.403125 0.366406 44 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.294 0.43 47 " " 0.294531 0.43125 48 " " 0.001 0.002 1 " " 0.201 1
0.791 0.656 53 " " 0.789844 0.655469 53 " " 0.001 0.001 0 " " 0.101 0
0.243 0.471 71 " " 0.242188 0.471094 70 " " 0.001 0.0 1 " " 0.001 1
0.102 0.811 99 " " 0.100781 0.815625 78 " " 0.001 0.005 21 " " 0.501 21
0.255 0.83 49 " " 0.255469 0.832031 51 " " 0.001 0.002 2 " " 0.201 2
0.852 0.741 48 " " 0.852344 0.742188 50 " " 0.0 0.002 2 " " 0.2 2
0.568 0.22 70 " " 0.56875 0.21875 69 " " 0.001 0.002 1 " " 0.201 1
0.623 0.729 49 " " 0.623438 0.725781 45 " " 0.0 0.003 4 " " 0.3 4
0.375 0.56 56 " " 0.375 0.564844 54 " " 0.0 0.005 2 " " 0.5 2
0.539 0.297 53 " " 0.540625 0.295312 53 " " 0.002 0.002 0 " " 0.202 0
0.352 0.277 63 " " 0.353906 0.275781 62 " " 0.002 0.002 1 " " 0.202 1
0.952 0.245 50 " " 0.952344 0.245312 54 " " 0.0 0.0 4 " " 0.0 4
0.151 0.737 92 " " 0.152344 0.738281 88 " " 0.002 0.002 4 " " 0.202 4
0.334 0.129 50 " " 0.332812 0.128906 50 " " 0.002 0.0 0 " " 0.002 0
0.891 0.28 57 " " 0.891406 0.282813 60 " " 0.0 0.002 3 " " 0.2 3
0.698 0.366 50 " " 0.696094 0.36875 54 " " 0.002 0.002 4 " " 0.202 4
0.172 0.217 48 " " 0.172656 0.217969 49 " " 0.001 0.001 1 " " 0.101 1
0.509 0.326 48 " " 0.508594 0.328906 47 " " 0.001 0.003 1 " " 0.301 1
0.576 0.387 59 " " 0.578125 0.384375 57 " " 0.002 0.002 2 " " 0.202 2
0.162 0.32 54 " " 0.160938 0.320312 55 " " 0.001 0.0 1 " " 0.001 1
0.212 0.086 50 " " 0.214844 0.084375 42 " " 0.003 0.002 8 " " 0.203 8
0.387 0.459 54 " " 0.384375 0.460156 52 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.15 0.436 49 " " 0.15 0.432813 43 " " 0.0 0.003 6 " " 0.3 6
0.791 0.029 60 " " 0.792969 0.025 58 " " 0.002 0.004 2 " " 0.402 2
0.684 0.062 38 " " 0.683594 0.059375 32 " " 0.0 0.002 6 " " 0.2 6
0.188 0.366 56 " " 0.192188 0.367188 65 " " 0.005 0.001 9 " " 0.10500000000000001 9
0.339 0.67 72 " " 0.3375 0.672656 73 " " 0.002 0.002 1 " " 0.202 1
0.322 0.361 47 " " 0.321875 0.360938 47 " " 0.0 0.0 0 " " 0.0 0
0.362 0.181 66 " " 0.361719 0.183594 64 " " 0.001 0.002 2 " " 0.201 2
0.553 0.647 61 " " 0.555469 0.646875 58 " " 0.002 0.0 3 " " 0.002 3
0.241 0.391 45 " " 0.240625 0.391406 42 " " 0.001 0.0 3 " " 0.001 3
0.311 0.171 54 " " 0.311719 0.171094 53 " " 0.001 0.0 1 " " 0.001 1
0.249 0.089 42 " " 0.246875 0.090625 39 " " 0.002 0.002 3 " " 0.202 3
0.872 0.556 57 " " 0.872656 0.557031 56 " " 0.001 0.001 1 " " 0.101 1
0.308 0.73 54 " " 0.308594 0.730469 56 " " 0.001 0.001 2 " " 0.101 2
