x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.825 0.238 64 " " 0.825 0.236719 64 " " 0.0 0.002 0 " " 0.2 0
0.628 0.5 55 " " 0.628125 0.505469 56 " " 0.0 0.005 1 " " 0.5 1
0.5 0.316 58 " " 0.500781 0.320312 58 " " 0.001 0.004 0 " " 0.401 0
0.145 0.731 53 " " 0.146094 0.732813 62 " " 0.001 0.002 9 " " 0.201 9
0.684 0.574 50 " " 0.684375 0.572656 46 " " 0.0 0.002 4 " " 0.2 4
0.114 0.777 61 " " 0.115625 0.776563 57 " " 0.002 0.0 4 " " 0.002 4
0.104 0.587 93 " " 0.104687 0.585156 82 " " 0.001 0.002 11 " " 0.201 11
0.1 0.507 67 " " 0.100781 0.507031 64 " " 0.001 0.0 3 " " 0.001 3
0.747 0.079 72 " " 0.747656 0.0757812 71 " " 0.001 0.003 1 " " 0.301 1
0.738 0.386 51 " " 0.738281 0.390625 48 " " 0.001 0.005 3 " " 0.501 3
0.466 0.28 86 " " 0.46875 0.278125 81 " " 0.003 0.002 5 " " 0.203 5
0.811 0.098 78 " " 0.809375 0.096875 81 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.347 0.254 71 " " 0.346875 0.252344 77 " " 0.0 0.002 6 " " 0.2 6
0.222 0.669 51 " " 0.220313 0.669531 58 " " 0.002 0.001 7 " " 0.10200000000000001 7
0.255 0.381 82 " " 0.257031 0.378906 74 " " 0.002 0.002 8 " " 0.202 8
0.548 0.632 73 " " 0.548437 0.630469 67 " " 0.001 0.002 6 " " 0.201 6
0.377 0.72 50 " " 0.376563 0.71875 45 " " 0.0 0.001 5 " " 0.1 5
0.151 0.474 51 " " 0.15 0.472656 50 " " 0.001 0.002 1 " " 0.201 1
0.898 0.615 68 " " 0.896094 0.614062 57 " " 0.002 0.001 11 " " 0.10200000000000001 11
0.336 0.352 53 " " 0.332812 0.351562 53 " " 0.003 0.0 0 " " 0.003 0
0.533 0.147 54 " " 0.533594 0.146875 48 " " 0.001 0.0 6 " " 0.001 6
0.558 0.252 50 " " 0.559375 0.252344 50 " " 0.002 0.0 0 " " 0.002 0
0.214 0.173 67 " " 0.216406 0.176563 68 " " 0.002 0.003 1 " " 0.302 1
0.36 0.054 50 " " 0.359375 0.0570313 42 " " 0.001 0.003 8 " " 0.301 8
0.434 0.177 51 " " 0.43125 0.177344 52 " " 0.002 0.0 1 " " 0.002 1
0.251 0.783 50 " " 0.253125 0.783594 50 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.701 0.833 78 " " 0.698438 0.833594 86 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.011 0.316 40 " " 0.0117188 0.317969 41 " " 0.001 0.002 1 " " 0.201 1
0.875 0.741 69 " " 0.875781 0.740625 70 " " 0.001 0.001 1 " " 0.101 1
0.557 0.81 54 " " 0.557031 0.807031 58 " " 0.0 0.003 4 " " 0.3 4
0.211 0.794 57 " " 0.211719 0.792969 56 " " 0.001 0.001 1 " " 0.101 1
0.588 0.52 56 " " 0.586719 0.51875 56 " " 0.002 0.002 0 " " 0.202 0
0.713 0.635 75 " " 0.7125 0.632031 61 " " 0.0 0.003 14 " " 0.3 14
0.409 0.632 53 " " 0.409375 0.629687 51 " " 0.001 0.002 2 " " 0.201 2
0.937 0.27 55 " " 0.939062 0.267188 51 " " 0.002 0.002 4 " " 0.202 4
0.122 0.187 92 " " 0.125 0.178906 76 " " 0.003 0.008 16 " " 0.803 16
0.053 0.395 61 " " 0.0546875 0.395312 63 " " 0.002 0.0 2 " " 0.002 2
0.832 0.442 56 " " 0.830469 0.44375 54 " " 0.002 0.002 2 " " 0.202 2
0.737 0.13 45 " " 0.735937 0.13125 47 " " 0.001 0.001 2 " " 0.101 2
0.405 0.233 61 " " 0.405469 0.233594 65 " " 0.001 0.001 4 " " 0.101 4
0.18 0.59 52 " " 0.179688 0.589844 48 " " 0.0 0.0 4 " " 0.0 4
0.588 0.765 57 " " 0.588281 0.766406 58 " " 0.001 0.002 1 " " 0.201 1
0.011 0.477 40 " " 0.0117188 0.478125 43 " " 0.001 0.002 3 " " 0.201 3
0.107 0.448 47 " " 0.10625 0.446875 49 " " 0.001 0.001 2 " " 0.101 2
0.169 0.288 58 " " 0.16875 0.2875 59 " " 0.0 0.001 1 " " 0.1 1
0.245 0.284 42 " " 0.246094 0.283594 39 " " 0.001 0.0 3 " " 0.001 3
0.277 0.321 42 " " 0.277344 0.323438 46 " " 0.001 0.002 4 " " 0.201 4
0.605 0.855 59 " " 0.60625 0.857031 61 " " 0.001 0.002 2 " " 0.201 2
0.495 0.78 47 " " 0.496094 0.78125 47 " " 0.002 0.002 0 " " 0.202 0
0.664 0.28 50 " " 0.659375 0.282813 57 " " 0.005 0.002 7 " " 0.20500000000000002 7
0.154 0.348 65 " " 0.153125 0.347656 68 " " 0.001 0.0 3 " " 0.001 3
0.268 0.155 48 " " 0.267188 0.157031 48 " " 0.001 0.002 0 " " 0.201 0
0.702 0.452 44 " " 0.703125 0.453906 42 " " 0.002 0.002 2 " " 0.202 2
