x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.529 0.701 65 " " 0.528125 0.703125 60 " " 0.001 0.002 5 " " 0.201 5
0.599 0.702 65 " " 0.6 0.703906 63 " " 0.001 0.002 2 " " 0.201 2
0.352 0.765 73 " " 0.350781 0.764063 65 " " 0.001 0.001 8 " " 0.101 8
0.027 0.189 70 " " 0.0273438 0.189844 71 " " 0.0 0.001 1 " " 0.1 1
0.75 0.468 77 " " 0.752344 0.467969 82 " " 0.002 0.0 5 " " 0.002 5
0.53 0.603 50 " " 0.529688 0.603125 47 " " 0.001 0.0 3 " " 0.001 3
0.08 0.416 68 " " 0.08125 0.414062 70 " " 0.001 0.002 2 " " 0.201 2
0.055 0.546 99 " " 0.0546875 0.546094 87 " " 0.0 0.0 12 " " 0.0 12
0.148 0.359 90 " " 0.146094 0.357812 82 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.021 0.708 54 " " 2 2 2 " " 2 2 2 " " 202 2
0.548 0.141 68 " " 0.548437 0.144531 64 " " 0.0 0.004 4 " " 0.4 4
0.744 0.075 76 " " 0.744531 0.078125 74 " " 0.001 0.003 2 " " 0.301 2
0.304 0.406 72 " " 0.304688 0.40625 75 " " 0.001 0.0 3 " " 0.001 3
0.841 0.081 116 " " 0.842188 0.0851562 118 " " 0.001 0.004 2 " " 0.401 2
0.105 0.119 67 " " 0.103125 0.11875 65 " " 0.002 0.0 2 " " 0.002 2
0.164 0.128 57 " " 0.165625 0.128125 55 " " 0.002 0.0 2 " " 0.002 2
0.152 0.485 73 " " 0.151562 0.482031 71 " " 0.0 0.003 2 " " 0.3 2
0.721 0.415 75 " " 0.722656 0.411719 73 " " 0.002 0.003 2 " " 0.302 2
0.237 0.527 44 " " 0.238281 0.528125 40 " " 0.002 0.002 4 " " 0.202 4
0.298 0.551 48 " " 0.300781 0.548437 46 " " 0.002 0.002 2 " " 0.202 2
