x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.416 0.144 75 " " 0.415625 0.140625 79 " " 0.0 0.003 4 " " 0.3 4
0.234 0.695 59 " " 0.235156 0.694531 63 " " 0.001 0.001 4 " " 0.101 4
0.398 0.7 50 " " 0.398438 0.703125 51 " " 0.001 0.003 1 " " 0.301 1
0.858 0.396 62 " " 0.8625 0.401563 64 " " 0.005 0.005 2 " " 0.505 2
0.855 0.202 49 " " 0.853125 0.202344 50 " " 0.002 0.0 1 " " 0.002 1
0.721 0.028 83 " " 0.719531 0.025 78 " " 0.002 0.003 5 " " 0.302 5
0.575 0.282 48 " " 0.574219 0.283594 53 " " 0.001 0.002 5 " " 0.201 5
0.834 0.613 54 " " 0.833594 0.616406 58 " " 0.001 0.004 4 " " 0.401 4
0.679 0.285 51 " " 0.678125 0.283594 53 " " 0.001 0.002 2 " " 0.201 2
0.183 0.123 57 " " 0.182031 0.119531 55 " " 0.001 0.004 2 " " 0.401 2
0.144 0.591 62 " " 0.145313 0.590625 59 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.861 0.526 62 " " 0.860937 0.528125 62 " " 0.0 0.002 0 " " 0.2 0
0.108 0.409 56 " " 0.108594 0.409375 58 " " 0.001 0.001 2 " " 0.101 2
0.528 0.409 80 " " 0.528906 0.405469 84 " " 0.001 0.003 4 " " 0.301 4
0.262 0.402 46 " " 0.263281 0.402344 47 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.135 0.464 56 " " 0.134375 0.464844 52 " " 0.001 0.001 4 " " 0.101 4
0.013 0.333 42 " " 0.0125 0.333594 38 " " 0.0 0.001 4 " " 0.1 4
0.83 0.108 94 " " 0.828125 0.10625 99 " " 0.002 0.002 5 " " 0.202 5
0.252 0.192 56 " " 0.253125 0.198437 53 " " 0.002 0.006 3 " " 0.602 3
0.398 0.406 91 " " 0.396094 0.40625 73 " " 0.002 0.0 18 " " 0.002 18
0.016 0.475 46 " " 0.0164062 0.475781 49 " " 0.0 0.001 3 " " 0.1 3
0.025 0.114 69 " " 0.03125 0.116406 74 " " 0.006 0.002 5 " " 0.20600000000000002 5
0.337 0.405 44 " " 0.335938 0.40625 43 " " 0.001 0.002 1 " " 0.201 1
0.316 0.53 42 " " 0.314844 0.530469 43 " " 0.001 0.0 1 " " 0.001 1
0.375 0.338 43 " " 0.377344 0.340625 40 " " 0.002 0.003 3 " " 0.302 3
0.202 0.284 55 " " 0.201562 0.284375 51 " " 0.001 0.001 4 " " 0.101 4
0.034 0.58 59 " " 0.0335938 0.582031 62 " " 0.0 0.002 3 " " 0.2 3
0.274 0.32 48 " " 0.275781 0.320312 48 " " 0.002 0.0 0 " " 0.002 0
0.202 0.44 43 " " 0.204688 0.441406 40 " " 0.002 0.002 3 " " 0.202 3
0.813 0.177 56 " " 0.8125 0.179688 53 " " 0.001 0.003 3 " " 0.301 3
0.764 0.116 49 " " 0.763281 0.117188 50 " " 0.001 0.001 1 " " 0.101 1
0.621 0.678 53 " " 0.622656 0.676562 50 " " 0.002 0.002 3 " " 0.202 3
0.345 0.311 49 " " 0.347656 0.314063 49 " " 0.002 0.003 0 " " 0.302 0
0.165 0.406 64 " " 0.166406 0.407031 61 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.79 0.336 72 " " 0.790625 0.335938 65 " " 0.001 0.0 7 " " 0.001 7
0.311 0.248 84 " " 0.313281 0.250781 81 " " 0.002 0.002 3 " " 0.202 3
