x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.227 0.756 53 " " 0.225781 0.757812 60 " " 0.001 0.002 7 " " 0.201 7
0.755 0.728 54 " " 0.753906 0.728125 52 " " 0.002 0.0 2 " " 0.002 2
0.036 0.852 53 " " 0.0351562 0.853125 54 " " 0.001 0.002 1 " " 0.201 1
0.848 0.152 56 " " 0.848437 0.153906 60 " " 0.001 0.002 4 " " 0.201 4
0.627 0.776 60 " " 0.626562 0.779688 65 " " 0.001 0.004 5 " " 0.401 5
0.83 0.313 76 " " 0.830469 0.314063 76 " " 0.001 0.001 0 " " 0.101 0
0.016 0.341 49 " " 0.0171875 0.34375 51 " " 0.001 0.002 2 " " 0.201 2
0.102 0.224 56 " " 0.102344 0.227344 43 " " 0.001 0.003 13 " " 0.301 13
0.313 0.696 51 " " 0.3125 0.696875 57 " " 0.001 0.001 6 " " 0.101 6
0.86 0.498 57 " " 0.861719 0.499219 57 " " 0.002 0.002 0 " " 0.202 0
0.198 0.424 57 " " 0.196875 0.426562 51 " " 0.001 0.002 6 " " 0.201 6
0.424 0.4 58 " " 0.425 0.401563 53 " " 0.001 0.002 5 " " 0.201 5
0.323 0.245 57 " " 0.321875 0.248437 57 " " 0.002 0.003 0 " " 0.302 0
0.246 0.495 59 " " 0.246094 0.495313 64 " " 0.0 0.001 5 " " 0.1 5
0.463 0.618 54 " " 0.463281 0.621094 63 " " 0.001 0.003 9 " " 0.301 9
0.574 0.366 49 " " 0.576563 0.367969 44 " " 0.002 0.002 5 " " 0.202 5
0.459 0.49 48 " " 0.458594 0.489062 54 " " 0.001 0.001 6 " " 0.101 6
0.67 0.824 62 " " 0.671875 0.822656 55 " " 0.002 0.002 7 " " 0.202 7
0.231 0.799 50 " " 0.232031 0.799219 49 " " 0.001 0.0 1 " " 0.001 1
0.472 0.568 56 " " 0.473437 0.56875 65 " " 0.002 0.001 9 " " 0.10200000000000001 9
0.654 0.426 51 " " 0.653906 0.426562 50 " " 0.0 0.001 1 " " 0.1 1
0.42 0.451 51 " " 0.417969 0.451562 46 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.668 0.163 68 " " 0.666406 0.1625 60 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.259 0.749 47 " " 0.258594 0.75 47 " " 0.0 0.001 0 " " 0.1 0
0.605 0.341 50 " " 0.604688 0.340625 51 " " 0.001 0.0 1 " " 0.001 1
0.141 0.204 68 " " 0.141406 0.203906 63 " " 0.001 0.0 5 " " 0.001 5
0.291 0.555 41 " " 0.290625 0.557031 44 " " 0.001 0.002 3 " " 0.201 3
0.551 0.124 49 " " 0.551562 0.121875 53 " " 0.001 0.002 4 " " 0.201 4
0.378 0.457 46 " " 0.378125 0.458594 46 " " 0.0 0.002 0 " " 0.2 0
0.015 0.449 48 " " 0.015625 0.451562 45 " " 0.001 0.002 3 " " 0.201 3
0.513 0.106 60 " " 0.514844 0.105469 59 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.121 0.404 65 " " 0.124219 0.403125 64 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.21 0.388 40 " " 0.207813 0.389062 43 " " 0.002 0.002 3 " " 0.202 3
0.373 0.569 69 " " 0.370313 0.565625 69 " " 0.003 0.003 0 " " 0.303 0
0.751 0.383 51 " " 0.748438 0.383594 50 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.405 0.309 61 " " 0.404687 0.307813 63 " " 0.001 0.001 2 " " 0.101 2
0.801 0.611 68 " " 0.799219 0.609375 61 " " 0.002 0.002 7 " " 0.202 7
0.163 0.827 59 " " 0.163281 0.827344 61 " " 0.001 0.001 2 " " 0.101 2
0.245 0.842 56 " " 0.242969 0.840625 58 " " 0.002 0.002 2 " " 0.202 2
0.269 0.592 44 " " 0.269531 0.59375 50 " " 0.001 0.002 6 " " 0.201 6
0.123 0.884 57 " " 0.122656 0.892969 60 " " 0.0 0.009 3 " " 0.8999999999999999 3
0.505 0.302 73 " " 0.505469 0.301562 76 " " 0.0 0.0 3 " " 0.0 3
0.784 0.388 45 " " 0.785156 0.390625 48 " " 0.001 0.003 3 " " 0.301 3
0.217 0.121 70 " " 0.217969 0.117969 61 " " 0.001 0.003 9 " " 0.301 9
0.474 0.773 54 " " 0.475 0.775781 56 " " 0.001 0.002 2 " " 0.201 2
0.092 0.914 53 " " 0.0914062 0.911719 45 " " 0.001 0.002 8 " " 0.201 8
0.555 0.736 46 " " 0.555469 0.7375 52 " " 0.0 0.002 6 " " 0.2 6
0.74 0.487 47 " " 0.739844 0.489844 45 " " 0.0 0.003 2 " " 0.3 2
0.396 0.858 49 " " 0.396094 0.857031 46 " " 0.0 0.001 3 " " 0.1 3
0.332 0.093 47 " " 0.333594 0.0953125 50 " " 0.002 0.002 3 " " 0.202 3
0.411 0.499 59 " " 0.411719 0.497656 57 " " 0.001 0.002 2 " " 0.201 2
0.78 0.428 41 " " 0.782812 0.430469 40 " " 0.003 0.002 1 " " 0.203 1
0.785 0.335 49 " " 0.785156 0.334375 48 " " 0.0 0.001 1 " " 0.1 1
0.14 0.259 46 " " 0.139844 0.259375 40 " " 0.0 0.0 6 " " 0.0 6
0.716 0.762 81 " " 0.714844 0.757812 76 " " 0.002 0.004 5 " " 0.402 5
0.591 0.132 42 " " 0.592969 0.128125 42 " " 0.002 0.004 0 " " 0.402 0
0.731 0.677 55 " " 0.729688 0.678906 57 " " 0.002 0.002 2 " " 0.202 2
0.191 0.076 58 " " 0.192969 0.078125 54 " " 0.002 0.002 4 " " 0.202 4
0.723 0.422 51 " " 0.723437 0.421094 48 " " 0.0 0.001 3 " " 0.1 3
0.336 0.732 62 " " 0.335938 0.734375 61 " " 0.0 0.002 1 " " 0.2 1
0.82 0.41 48 " " 0.821094 0.408594 43 " " 0.001 0.002 5 " " 0.201 5
0.203 0.337 48 " " 0.203906 0.335156 51 " " 0.001 0.002 3 " " 0.201 3
0.169 0.309 54 " " 0.169531 0.307813 55 " " 0.001 0.002 1 " " 0.201 1
0.3 0.645 48 " " 0.301562 0.64375 51 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.331 0.534 44 " " 0.330469 0.533594 47 " " 0.001 0.0 3 " " 0.001 3
0.84 0.638 54 " " 0.832812 0.635938 56 " " 0.007 0.002 2 " " 0.20700000000000002 2
0.704 0.295 50 " " 0.703125 0.29375 51 " " 0.001 0.002 1 " " 0.201 1
0.527 0.162 56 " " 0.526563 0.163281 52 " " 0.001 0.002 4 " " 0.201 4
0.095 0.182 46 " " 0.0945313 0.183594 49 " " 0.001 0.002 3 " " 0.201 3
0.497 0.531 57 " " 0.496875 0.534375 59 " " 0.0 0.003 2 " " 0.3 2
0.177 0.381 47 " " 0.176563 0.379687 41 " " 0.0 0.002 6 " " 0.2 6
0.632 0.275 58 " " 0.630469 0.271094 59 " " 0.002 0.004 1 " " 0.402 1
