x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.326 0.477 59 " " 0.325 0.478125 57 " " 0.001 0.001 2 " " 0.101 2
0.539 0.288 58 " " 0.540625 0.289062 61 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.846 0.159 74 " " 0.845312 0.158594 76 " " 0.001 0.001 2 " " 0.101 2
0.684 0.738 75 " " 0.683594 0.735156 71 " " 0.0 0.003 4 " " 0.3 4
0.209 0.698 104 " " 0.207813 0.701563 99 " " 0.002 0.004 5 " " 0.402 5
0.314 0.683 71 " " 0.314844 0.680469 67 " " 0.001 0.002 4 " " 0.201 4
0.121 0.373 67 " " 0.121094 0.373437 68 " " 0.0 0.001 1 " " 0.1 1
0.378 0.252 57 " " 0.376563 0.253906 56 " " 0.002 0.002 1 " " 0.202 1
0.432 0.43 47 " " 0.432031 0.432031 51 " " 0.0 0.002 4 " " 0.2 4
0.435 0.728 46 " " 0.436719 0.729688 46 " " 0.002 0.002 0 " " 0.202 0
0.336 0.321 53 " " 0.333594 0.31875 54 " " 0.002 0.002 1 " " 0.202 1
0.901 0.155 87 " " 0.903906 0.157813 91 " " 0.003 0.003 4 " " 0.303 4
0.138 0.537 86 " " 0.140625 0.533594 82 " " 0.002 0.004 4 " " 0.402 4
0.127 0.649 59 " " 0.128125 0.648438 63 " " 0.001 0.001 4 " " 0.101 4
0.176 0.579 62 " " 0.176563 0.578906 62 " " 0.001 0.0 0 " " 0.001 0
0.245 0.602 64 " " 0.244531 0.601562 68 " " 0.0 0.0 4 " " 0.0 4
0.191 0.373 45 " " 0.190625 0.371875 45 " " 0.0 0.002 0 " " 0.2 0
0.748 0.533 73 " " 0.747656 0.529688 68 " " 0.001 0.003 5 " " 0.301 5
0.153 0.14 135 " " 0.155469 0.128906 133 " " 0.002 0.011 2 " " 1.1019999999999999 2
0.293 0.522 60 " " 0.291406 0.523438 64 " " 0.002 0.002 4 " " 0.202 4
0.241 0.551 55 " " 0.242188 0.551562 55 " " 0.001 0.001 0 " " 0.101 0
0.983 0.212 50 " " 0.978906 0.208594 43 " " 0.004 0.004 7 " " 0.404 7
0.567 0.155 54 " " 0.567187 0.155469 52 " " 0.0 0.0 2 " " 0.0 2
0.582 0.102 59 " " 0.582812 0.102344 52 " " 0.001 0.0 7 " " 0.001 7
0.466 0.512 90 " " 0.463281 0.513281 85 " " 0.002 0.002 5 " " 0.202 5
0.814 0.412 84 " " 0.813281 0.413281 77 " " 0.001 0.002 7 " " 0.201 7
0.675 0.222 73 " " 0.675781 0.227344 79 " " 0.001 0.005 6 " " 0.501 6
0.58 0.06 36 " " 0.579687 0.0609375 44 " " 0.0 0.001 8 " " 0.1 8
0.614 0.154 52 " " 0.614062 0.154687 51 " " 0.0 0.001 1 " " 0.1 1
0.92 0.495 56 " " 0.917969 0.495313 58 " " 0.002 0.0 2 " " 0.002 2
0.81 0.085 62 " " 0.811719 0.0851562 58 " " 0.002 0.0 4 " " 0.002 4
0.248 0.661 65 " " 0.250781 0.6625 68 " " 0.002 0.002 3 " " 0.202 3
0.682 0.109 85 " " 0.682813 0.10625 89 " " 0.001 0.002 4 " " 0.201 4
0.104 0.752 87 " " 0.103125 0.751562 91 " " 0.001 0.001 4 " " 0.101 4
0.406 0.691 66 " " 0.409375 0.692969 57 " " 0.003 0.002 9 " " 0.203 9
