x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.795 0.547 51 " " 0.796094 0.547656 51 " " 0.001 0.001 0 " " 0.101 0
0.394 0.176 62 " " 0.392969 0.174219 63 " " 0.001 0.002 1 " " 0.201 1
0.376 0.755 99 " " 0.374219 0.754687 92 " " 0.002 0.001 7 " " 0.10200000000000001 7
0.629 0.648 53 " " 0.628906 0.647656 49 " " 0.0 0.0 4 " " 0.0 4
0.444 0.247 57 " " 0.442969 0.248437 58 " " 0.001 0.002 1 " " 0.201 1
0.205 0.743 86 " " 0.20625 0.74375 85 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.062 0.755 46 " " 0.0609375 0.755469 44 " " 0.001 0.001 2 " " 0.101 2
0.753 0.397 69 " " 0.752344 0.394531 77 " " 0.001 0.002 8 " " 0.201 8
0.105 0.263 65 " " 0.103906 0.2625 70 " " 0.001 0.0 5 " " 0.001 5
0.049 0.709 63 " " 0.0523437 0.707812 64 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.33 0.084 74 " " 0.330469 0.0804688 79 " " 0.001 0.003 5 " " 0.301 5
0.534 0.138 47 " " 0.535156 0.140625 46 " " 0.001 0.003 1 " " 0.301 1
0.411 0.7 50 " " 0.410937 0.701563 48 " " 0.0 0.002 2 " " 0.2 2
0.476 0.77 52 " " 0.476562 0.770312 55 " " 0.001 0.0 3 " " 0.001 3
0.603 0.205 49 " " 0.603906 0.204688 48 " " 0.001 0.0 1 " " 0.001 1
0.505 0.407 48 " " 0.504687 0.407031 52 " " 0.0 0.0 4 " " 0.0 4
0.731 0.332 89 " " 0.736719 0.329688 100 " " 0.005 0.002 11 " " 0.20500000000000002 11
0.867 0.275 53 " " 0.866406 0.277344 55 " " 0.001 0.002 2 " " 0.201 2
0.18 0.16 48 " " 0.178906 0.161719 53 " " 0.001 0.002 5 " " 0.201 5
0.332 0.199 46 " " 0.332031 0.199219 43 " " 0.0 0.0 3 " " 0.0 3
0.509 0.163 45 " " 0.508594 0.165625 42 " " 0.001 0.003 3 " " 0.301 3
0.679 0.329 55 " " 0.678906 0.328125 55 " " 0.0 0.001 0 " " 0.1 0
0.536 0.534 52 " " 0.538281 0.534375 60 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.698 0.384 50 " " 0.697656 0.385156 49 " " 0.001 0.002 1 " " 0.201 1
0.384 0.402 47 " " 0.382812 0.403906 52 " " 0.002 0.002 5 " " 0.202 5
0.911 0.256 55 " " 0.910156 0.257031 65 " " 0.001 0.001 10 " " 0.101 10
0.896 0.499 55 " " 0.897656 0.5 54 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.859 0.174 48 " " 0.860156 0.173438 53 " " 0.001 0.001 5 " " 0.101 5
0.245 0.133 72 " " 0.246094 0.134375 70 " " 0.002 0.002 2 " " 0.202 2
0.23 0.462 64 " " 0.229687 0.464063 62 " " 0.001 0.002 2 " " 0.201 2
0.488 0.07 52 " " 0.488281 0.0710938 51 " " 0.0 0.001 1 " " 0.1 1
0.881 0.384 78 " " 0.880469 0.379687 86 " " 0.001 0.004 8 " " 0.401 8
0.957 0.105 101 " " 0.953906 0.10625 104 " " 0.003 0.001 3 " " 0.10300000000000001 3
0.93 0.455 48 " " 0.93125 0.457031 46 " " 0.002 0.002 2 " " 0.202 2
0.103 0.407 52 " " 0.104687 0.409375 59 " " 0.002 0.002 7 " " 0.202 7
0.363 0.852 51 " " 0.363281 0.853906 53 " " 0.0 0.002 2 " " 0.2 2
0.894 0.309 60 " " 0.895312 0.310156 60 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.682 0.441 50 " " 0.683594 0.442969 51 " " 0.002 0.002 1 " " 0.202 1
0.38 0.691 49 " " 0.378125 0.691406 50 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.311 0.171 48 " " 0.310937 0.171094 46 " " 0.0 0.0 2 " " 0.0 2
0.841 0.229 50 " " 0.841406 0.228906 51 " " 0.0 0.0 1 " " 0.0 1
0.304 0.377 54 " " 0.303906 0.379687 52 " " 0.0 0.003 2 " " 0.3 2
0.324 0.652 79 " " 0.322656 0.653125 78 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.254 0.417 42 " " 0.253125 0.41875 41 " " 0.001 0.002 1 " " 0.201 1
0.563 0.209 45 " " 0.563281 0.209375 44 " " 0.0 0.001 1 " " 0.1 1
0.156 0.352 54 " " 0.155469 0.352344 45 " " 0.001 0.001 9 " " 0.101 9
0.389 0.645 52 " " 0.389062 0.64375 59 " " 0.0 0.001 7 " " 0.1 7
0.502 0.304 48 " " 0.502344 0.304688 46 " " 0.001 0.001 2 " " 0.101 2
0.821 0.416 67 " " 0.819531 0.417969 62 " " 0.002 0.002 5 " " 0.202 5
0.217 0.205 52 " " 0.217187 0.20625 48 " " 0.0 0.001 4 " " 0.1 4
0.777 0.655 46 " " 0.777344 0.655469 45 " " 0.0 0.0 1 " " 0.0 1
0.66 0.109 80 " " 0.658594 0.109375 76 " " 0.002 0.0 4 " " 0.002 4
0.382 0.059 48 " " 0.383594 0.0578125 51 " " 0.002 0.002 3 " " 0.202 3
0.02 0.087 50 " " 0.0203125 0.0890625 41 " " 0.0 0.002 9 " " 0.2 9
0.81 0.226 55 " " 0.8125 0.225 51 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.213 0.315 51 " " 0.213281 0.317187 54 " " 0.0 0.002 3 " " 0.2 3
0.967 0.477 52 " " 0.966406 0.473437 50 " " 0.001 0.004 2 " " 0.401 2
0.463 0.17 53 " " 0.460156 0.169531 49 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.764 0.458 51 " " 0.760938 0.458594 52 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.724 0.441 60 " " 0.721875 0.44375 54 " " 0.002 0.003 6 " " 0.302 6
0.223 0.627 49 " " 0.225 0.628125 41 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.541 0.451 55 " " 0.542188 0.453125 57 " " 0.001 0.002 2 " " 0.201 2
0.366 0.266 76 " " 0.367188 0.264844 68 " " 0.002 0.002 8 " " 0.202 8
0.404 0.584 61 " " 0.408594 0.586719 63 " " 0.004 0.003 2 " " 0.304 2
0.559 0.813 50 " " 0.557813 0.814062 53 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.097 0.346 50 " " 0.0984375 0.346094 54 " " 0.002 0.0 4 " " 0.002 4
0.099 0.745 56 " " 0.0976562 0.742188 52 " " 0.002 0.003 4 " " 0.302 4
0.509 0.697 43 " " 0.507031 0.69375 46 " " 0.002 0.003 3 " " 0.302 3
0.186 0.391 58 " " 0.188281 0.391406 55 " " 0.002 0.0 3 " " 0.002 3
0.602 0.361 49 " " 0.603906 0.359375 48 " " 0.002 0.002 1 " " 0.202 1
0.263 0.636 46 " " 0.265625 0.6375 41 " " 0.002 0.002 5 " " 0.202 5
0.959 0.389 41 " " 0.958594 0.390625 44 " " 0.001 0.002 3 " " 0.201 3
0.272 0.281 55 " " 0.271875 0.279687 47 " " 0.0 0.002 8 " " 0.2 8
0.032 0.509 40 " " 0.0328125 0.508594 40 " " 0.001 0.001 0 " " 0.101 0
0.741 0.588 42 " " 0.74375 0.589063 43 " " 0.002 0.002 1 " " 0.202 1
0.527 0.193 42 " " 0.528125 0.195312 40 " " 0.002 0.002 2 " " 0.202 2
0.654 0.481 46 " " 0.652344 0.479688 48 " " 0.002 0.002 2 " " 0.202 2
0.326 0.51 43 " " 0.325 0.510938 40 " " 0.001 0.001 3 " " 0.101 3
0.233 0.821 62 " " 0.234375 0.81875 61 " " 0.002 0.002 1 " " 0.202 1
0.293 0.787 40 " " 0.29375 0.7875 39 " " 0.001 0.0 1 " " 0.001 1
0.324 0.434 51 " " 0.323438 0.434375 49 " " 0.001 0.001 2 " " 0.101 2
0.823 0.17 57 " " 0.823438 0.167969 59 " " 0.0 0.002 2 " " 0.2 2
0.52 0.087 49 " " 0.520312 0.090625 47 " " 0.001 0.004 2 " " 0.401 2
0.919 0.677 51 " " 0.922656 0.676562 50 " " 0.004 0.0 1 " " 0.004 1
0.419 0.21 40 " " 0.417188 0.210156 38 " " 0.002 0.0 2 " " 0.002 2
0.272 0.353 50 " " 0.272656 0.355469 52 " " 0.001 0.002 2 " " 0.201 2
0.145 0.409 41 " " 0.146094 0.408594 39 " " 0.002 0.0 2 " " 0.002 2
0.357 0.425 34 " " 2 2 2 " " 2 2 2 " " 202 2
0.408 0.385 46 " " 0.407813 0.38125 41 " " 0.0 0.004 5 " " 0.4 5
0.783 0.712 47 " " 0.780469 0.713281 45 " " 0.002 0.002 2 " " 0.202 2
