x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.77 0.47 70 " " 0.769531 0.46875 78 " " 0.0 0.002 8 " " 0.2 8
0.233 0.241 98 " " 0.232031 0.24375 105 " " 0.001 0.002 7 " " 0.201 7
0.505 0.261 80 " " 0.50625 0.258594 78 " " 0.002 0.002 2 " " 0.202 2
0.712 0.771 55 " " 0.7125 0.76875 59 " " 0.001 0.002 4 " " 0.201 4
0.492 0.205 50 " " 0.491406 0.205469 55 " " 0.001 0.0 5 " " 0.001 5
0.588 0.5 44 " " 0.586719 0.498437 40 " " 0.002 0.002 4 " " 0.202 4
0.749 0.731 46 " " 0.75 0.732031 46 " " 0.001 0.001 0 " " 0.101 0
0.569 0.27 59 " " 0.570312 0.270312 63 " " 0.002 0.0 4 " " 0.002 4
0.642 0.184 64 " " 0.640625 0.182031 62 " " 0.002 0.002 2 " " 0.202 2
0.679 0.478 76 " " 0.677344 0.479688 71 " " 0.002 0.002 5 " " 0.202 5
0.611 0.146 56 " " 0.610937 0.146094 60 " " 0.0 0.0 4 " " 0.0 4
0.725 0.326 46 " " 0.724219 0.327344 41 " " 0.001 0.002 5 " " 0.201 5
0.774 0.546 67 " " 0.770312 0.544531 60 " " 0.004 0.002 7 " " 0.20400000000000001 7
0.012 0.313 38 " " 0.0140625 0.3125 43 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.706 0.287 56 " " 0.707031 0.2875 64 " " 0.001 0.001 8 " " 0.101 8
0.767 0.346 64 " " 0.767969 0.346094 51 " " 0.001 0.0 13 " " 0.001 13
0.102 0.401 75 " " 0.1 0.402344 76 " " 0.002 0.002 1 " " 0.202 1
0.417 0.176 64 " " 0.417969 0.178125 72 " " 0.001 0.002 8 " " 0.201 8
0.126 0.117 62 " " 0.125781 0.117969 64 " " 0.0 0.001 2 " " 0.1 2
0.499 0.383 74 " " 0.503125 0.382031 68 " " 0.004 0.001 6 " " 0.10400000000000001 6
