x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.333 0.824 52 " " 0.333594 0.825781 47 " " 0.001 0.002 5 " " 0.201 5
0.38 0.82 69 " " 0.380469 0.81875 72 " " 0.001 0.002 3 " " 0.201 3
0.749 0.639 83 " " 0.751562 0.639844 85 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.257 0.102 43 " " 0.25625 0.102344 46 " " 0.001 0.0 3 " " 0.001 3
0.677 0.837 63 " " 0.678125 0.839844 59 " " 0.001 0.003 4 " " 0.301 4
0.186 0.671 56 " " 0.185937 0.671094 52 " " 0.0 0.0 4 " " 0.0 4
0.498 0.438 75 " " 0.496875 0.441406 68 " " 0.001 0.003 7 " " 0.301 7
0.572 0.634 54 " " 0.571875 0.635156 52 " " 0.0 0.002 2 " " 0.2 2
0.064 0.862 74 " " 0.0632813 0.857813 68 " " 0.001 0.004 6 " " 0.401 6
0.639 0.51 52 " " 0.638281 0.508594 52 " " 0.001 0.002 0 " " 0.201 0
0.356 0.683 83 " " 0.354688 0.680469 80 " " 0.002 0.002 3 " " 0.202 3
0.138 0.45 48 " " 0.139062 0.45 44 " " 0.001 0.0 4 " " 0.001 4
0.053 0.805 63 " " 0.0546875 0.807031 58 " " 0.002 0.002 5 " " 0.202 5
0.418 0.631 76 " " 0.420312 0.632031 78 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.595 0.193 54 " " 0.59375 0.194531 56 " " 0.001 0.002 2 " " 0.201 2
0.341 0.322 68 " " 0.341406 0.320312 60 " " 0.0 0.002 8 " " 0.2 8
0.543 0.157 69 " " 0.542969 0.157031 79 " " 0.0 0.0 10 " " 0.0 10
0.973 0.361 58 " " 0.972656 0.366406 71 " " 0.0 0.005 13 " " 0.5 13
0.159 0.777 48 " " 0.158594 0.778906 53 " " 0.001 0.002 5 " " 0.201 5
0.193 0.802 74 " " 0.192969 0.801562 72 " " 0.0 0.0 2 " " 0.0 2
0.155 0.737 54 " " 0.153906 0.738281 51 " " 0.002 0.002 3 " " 0.202 3
0.859 0.501 50 " " 0.860937 0.501562 49 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.795 0.257 65 " " 0.796094 0.253125 66 " " 0.002 0.004 1 " " 0.402 1
0.317 0.28 53 " " 0.315625 0.278906 46 " " 0.002 0.001 7 " " 0.10200000000000001 7
0.098 0.707 57 " " 0.0984375 0.707812 59 " " 0.001 0.001 2 " " 0.101 2
0.866 0.381 66 " " 0.866406 0.38125 68 " " 0.001 0.0 2 " " 0.001 2
0.295 0.861 67 " " 2 2 2 " " 2 2 2 " " 202 2
0.609 0.8 47 " " 0.607813 0.802344 50 " " 0.002 0.002 3 " " 0.202 3
0.357 0.623 51 " " 0.357031 0.625 54 " " 0.0 0.002 3 " " 0.2 3
0.633 0.104 62 " " 0.632031 0.103906 59 " " 0.001 0.0 3 " " 0.001 3
0.781 0.711 61 " " 0.780469 0.709375 66 " " 0.001 0.002 5 " " 0.201 5
0.882 0.54 55 " " 0.878125 0.542188 55 " " 0.004 0.002 0 " " 0.20400000000000001 0
0.069 0.148 62 " " 0.0710938 0.146875 60 " " 0.002 0.002 2 " " 0.202 2
0.539 0.67 56 " " 0.542188 0.671094 62 " " 0.003 0.002 6 " " 0.203 6
0.645 0.219 99 " " 0.64375 0.221094 102 " " 0.001 0.002 3 " " 0.201 3
0.461 0.277 43 " " 0.460156 0.275 48 " " 0.001 0.002 5 " " 0.201 5
0.502 0.723 62 " " 0.500781 0.723437 60 " " 0.001 0.001 2 " " 0.101 2
0.753 0.755 58 " " 2 2 2 " " 2 2 2 " " 202 2
0.126 0.791 48 " " 0.126563 0.790625 47 " " 0.001 0.0 1 " " 0.001 1
0.206 0.436 45 " " 0.203125 0.4375 44 " " 0.003 0.002 1 " " 0.203 1
0.686 0.66 64 " " 0.688281 0.664844 58 " " 0.002 0.005 6 " " 0.502 6
0.115 0.273 55 " " 0.117188 0.271875 57 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.047 0.537 71 " " 0.0484375 0.534375 66 " " 0.002 0.002 5 " " 0.202 5
0.811 0.32 66 " " 0.8125 0.317969 66 " " 0.002 0.002 0 " " 0.202 0
0.514 0.38 42 " " 0.514063 0.382031 46 " " 0.0 0.002 4 " " 0.2 4
0.233 0.382 42 " " 0.235156 0.38125 44 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.527 0.527 64 " " 0.529688 0.530469 60 " " 0.002 0.003 4 " " 0.302 4
0.184 0.33 53 " " 0.185156 0.329688 52 " " 0.001 0.0 1 " " 0.001 1
0.396 0.445 57 " " 0.397656 0.446094 55 " " 0.002 0.002 2 " " 0.202 2
0.062 0.692 50 " " 0.0617188 0.686719 45 " " 0.0 0.005 5 " " 0.5 5
