x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.28 0.577 51 " " 0.278125 0.577344 46 " " 0.002 0.0 5 " " 0.002 5
0.238 0.325 56 " " 0.242188 0.324219 56 " " 0.004 0.001 0 " " 0.10400000000000001 0
0.395 0.52 52 " " 0.394531 0.519531 53 " " 0.0 0.001 1 " " 0.1 1
0.802 0.409 49 " " 0.802344 0.407031 51 " " 0.0 0.002 2 " " 0.2 2
0.659 0.48 96 " " 0.660156 0.478906 98 " " 0.001 0.002 2 " " 0.201 2
0.1 0.735 56 " " 0.0992187 0.733594 49 " " 0.001 0.002 7 " " 0.201 7
0.609 0.359 63 " " 0.608594 0.357812 62 " " 0.0 0.001 1 " " 0.1 1
0.67 0.653 61 " " 0.672656 0.653906 57 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.696 0.54 75 " " 0.696094 0.536719 70 " " 0.0 0.003 5 " " 0.3 5
0.835 0.443 64 " " 0.8375 0.445312 61 " " 0.002 0.002 3 " " 0.202 3
0.506 0.608 52 " " 0.50625 0.608594 46 " " 0.0 0.001 6 " " 0.1 6
0.013 0.448 42 " " 0.0148437 0.451562 44 " " 0.002 0.003 2 " " 0.302 2
0.809 0.677 46 " " 0.807813 0.678906 53 " " 0.001 0.002 7 " " 0.201 7
0.49 0.175 44 " " 0.489844 0.174219 45 " " 0.0 0.001 1 " " 0.1 1
0.016 0.34 55 " " 0.0164062 0.338281 57 " " 0.001 0.002 2 " " 0.201 2
0.133 0.573 62 " " 0.132031 0.571875 61 " " 0.001 0.001 1 " " 0.101 1
0.278 0.359 64 " " 0.279687 0.360938 65 " " 0.002 0.002 1 " " 0.202 1
0.307 0.76 47 " " 0.307813 0.764063 43 " " 0.001 0.004 4 " " 0.401 4
0.052 0.347 50 " " 0.0539063 0.347656 47 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.56 0.376 75 " " 0.560938 0.378125 76 " " 0.001 0.002 1 " " 0.201 1
0.418 0.185 59 " " 0.415625 0.184375 59 " " 0.002 0.001 0 " " 0.10200000000000001 0
0.158 0.701 56 " " 0.159375 0.698438 55 " " 0.002 0.002 1 " " 0.202 1
0.091 0.33 46 " " 0.090625 0.330469 44 " " 0.0 0.0 2 " " 0.0 2
0.775 0.695 51 " " 0.775781 0.696094 49 " " 0.001 0.001 2 " " 0.101 2
0.285 0.477 57 " " 0.285937 0.475781 58 " " 0.001 0.002 1 " " 0.201 1
0.641 0.303 80 " " 0.642187 0.303125 73 " " 0.001 0.0 7 " " 0.001 7
0.64 0.083 64 " " 0.639844 0.0789063 66 " " 0.0 0.004 2 " " 0.4 2
0.834 0.378 54 " " 0.834375 0.376563 53 " " 0.001 0.002 1 " " 0.201 1
0.483 0.577 58 " " 0.482031 0.576563 53 " " 0.001 0.001 5 " " 0.101 5
0.741 0.654 52 " " 0.739844 0.655469 59 " " 0.001 0.002 7 " " 0.201 7
0.059 0.569 50 " " 0.0609375 0.569531 46 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.449 0.558 52 " " 0.448438 0.559375 45 " " 0.001 0.002 7 " " 0.201 7
0.079 0.527 47 " " 0.0796875 0.528125 41 " " 0.001 0.001 6 " " 0.101 6
0.701 0.099 67 " " 0.701563 0.1 69 " " 0.001 0.001 2 " " 0.101 2
0.576 0.295 72 " " 0.578906 0.292188 75 " " 0.003 0.003 3 " " 0.303 3
0.399 0.261 78 " " 0.396094 0.259375 76 " " 0.003 0.002 2 " " 0.203 2
0.822 0.156 76 " " 0.821094 0.155469 69 " " 0.001 0.001 7 " " 0.101 7
0.165 0.59 43 " " 0.165625 0.589844 44 " " 0.001 0.0 1 " " 0.001 1
0.927 0.385 55 " " 0.928906 0.383594 67 " " 0.002 0.002 12 " " 0.202 12
0.602 0.19 62 " " 0.602344 0.191406 73 " " 0.001 0.002 11 " " 0.201 11
0.231 0.364 41 " " 0.23125 0.365625 48 " " 0.0 0.002 7 " " 0.2 7
0.834 0.106 52 " " 0.83125 0.107813 57 " " 0.002 0.002 5 " " 0.202 5
0.164 0.317 55 " " 0.167187 0.315625 51 " " 0.003 0.002 4 " " 0.203 4
0.134 0.172 44 " " 0.134375 0.171094 40 " " 0.001 0.001 4 " " 0.101 4
0.013 0.739 49 " " 0.0132813 0.738281 50 " " 0.001 0.001 1 " " 0.101 1
0.245 0.399 51 " " 0.244531 0.399219 47 " " 0.0 0.0 4 " " 0.0 4
