x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.169 0.252 78 " " 0.16875 0.254687 76 " " 0.0 0.002 2 " " 0.2 2
0.343 0.455 59 " " 0.345313 0.457031 60 " " 0.002 0.002 1 " " 0.202 1
0.127 0.285 56 " " 0.125781 0.285937 60 " " 0.001 0.001 4 " " 0.101 4
0.058 0.248 51 " " 0.0609375 0.245312 49 " " 0.003 0.003 2 " " 0.303 2
0.934 0.59 68 " " 0.932031 0.594531 68 " " 0.002 0.005 0 " " 0.502 0
0.596 0.145 57 " " 0.594531 0.145313 62 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.584 0.582 66 " " 0.584375 0.580469 59 " " 0.0 0.002 7 " " 0.2 7
0.019 0.365 48 " " 0.0171875 0.365625 45 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.8 0.16 66 " " 0.8 0.159375 65 " " 0.0 0.001 1 " " 0.1 1
0.229 0.12 80 " " 0.228906 0.120312 80 " " 0.0 0.0 0 " " 0.0 0
0.059 0.355 60 " " 0.0601562 0.35625 54 " " 0.002 0.002 6 " " 0.202 6
0.687 0.642 50 " " 0.688281 0.64375 54 " " 0.002 0.002 4 " " 0.202 4
0.634 0.424 52 " " 0.632031 0.428125 71 " " 0.002 0.004 19 " " 0.402 19
0.566 0.44 50 " " 0.564844 0.441406 47 " " 0.002 0.002 3 " " 0.202 3
0.288 0.35 48 " " 0.288281 0.349219 42 " " 0.0 0.001 6 " " 0.1 6
0.084 0.447 53 " " 0.084375 0.448438 53 " " 0.0 0.002 0 " " 0.2 0
0.237 0.378 40 " " 0.236719 0.379687 42 " " 0.0 0.002 2 " " 0.2 2
0.128 0.71 60 " " 0.128125 0.7125 63 " " 0.0 0.002 3 " " 0.2 3
0.498 0.23 57 " " 0.499219 0.230469 59 " " 0.002 0.0 2 " " 0.002 2
0.146 0.185 65 " " 0.147656 0.1875 64 " " 0.002 0.002 1 " " 0.202 1
0.974 0.352 60 " " 0.975781 0.342969 65 " " 0.002 0.009 5 " " 0.9019999999999999 5
0.22 0.538 52 " " 0.219531 0.541406 53 " " 0.001 0.003 1 " " 0.301 1
0.017 0.312 45 " " 0.0171875 0.314844 44 " " 0.0 0.002 1 " " 0.2 1
0.201 0.181 52 " " 0.198437 0.182031 58 " " 0.002 0.001 6 " " 0.10200000000000001 6
0.238 0.334 60 " " 0.238281 0.336719 61 " " 0.0 0.002 1 " " 0.2 1
0.233 0.728 48 " " 0.232812 0.728906 50 " " 0.0 0.001 2 " " 0.1 2
