x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.532 0.798 63 " " 0.533594 0.796094 60 " " 0.002 0.002 3 " " 0.202 3
0.381 0.601 54 " " 0.382812 0.602344 52 " " 0.002 0.002 2 " " 0.202 2
0.17 0.394 74 " " 0.171875 0.391406 76 " " 0.002 0.002 2 " " 0.202 2
0.656 0.647 59 " " 0.654688 0.646094 60 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.225 0.658 77 " " 0.225 0.659375 73 " " 0.0 0.002 4 " " 0.2 4
0.405 0.509 69 " " 0.403125 0.508594 70 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.099 0.099 57 " " 0.1 0.0992187 52 " " 0.001 0.0 5 " " 0.001 5
0.295 0.259 75 " " 0.294531 0.260156 71 " " 0.0 0.002 4 " " 0.2 4
0.883 0.321 54 " " 0.882812 0.321875 63 " " 0.0 0.001 9 " " 0.1 9
0.93 0.412 59 " " 0.929688 0.4125 61 " " 0.001 0.001 2 " " 0.101 2
0.173 0.512 50 " " 0.171094 0.514844 51 " " 0.002 0.002 1 " " 0.202 1
0.724 0.677 53 " " 0.725781 0.677344 60 " " 0.002 0.0 7 " " 0.002 7
0.738 0.631 52 " " 0.736719 0.629687 64 " " 0.002 0.002 12 " " 0.202 12
0.609 0.229 62 " " 0.607813 0.226562 56 " " 0.001 0.002 6 " " 0.201 6
0.438 0.611 71 " " 0.438281 0.608594 69 " " 0.001 0.002 2 " " 0.201 2
0.892 0.48 57 " " 0.890625 0.479688 59 " " 0.002 0.0 2 " " 0.002 2
0.525 0.731 57 " " 0.526563 0.730469 61 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.021 0.613 81 " " 0.0179687 0.609375 69 " " 0.003 0.003 12 " " 0.303 12
0.86 0.55 54 " " 0.861719 0.549219 51 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.907 0.284 44 " " 0.905469 0.284375 48 " " 0.002 0.0 4 " " 0.002 4
0.014 0.277 52 " " 0.0140625 0.274219 52 " " 0.0 0.002 0 " " 0.2 0
0.407 0.3 60 " " 0.407031 0.3 66 " " 0.0 0.0 6 " " 0.0 6
0.422 0.395 67 " " 0.423438 0.397656 66 " " 0.002 0.002 1 " " 0.202 1
0.103 0.377 64 " " 0.103125 0.379687 68 " " 0.0 0.003 4 " " 0.3 4
0.823 0.525 58 " " 0.824219 0.527344 54 " " 0.001 0.002 4 " " 0.201 4
0.464 0.741 40 " " 0.464063 0.742188 43 " " 0.0 0.001 3 " " 0.1 3
0.331 0.786 82 " " 0.332031 0.788281 86 " " 0.001 0.002 4 " " 0.201 4
0.982 0.224 45 " " 0.98125 0.225 47 " " 0.001 0.001 2 " " 0.101 2
0.255 0.495 66 " " 0.253906 0.498437 72 " " 0.001 0.004 6 " " 0.401 6
0.301 0.125 61 " " 0.300781 0.128906 59 " " 0.0 0.004 2 " " 0.4 2
0.274 0.696 63 " " 0.275781 0.697656 65 " " 0.002 0.002 2 " " 0.202 2
0.124 0.701 61 " " 0.124219 0.694531 64 " " 0.0 0.006 3 " " 0.6 3
0.236 0.609 45 " " 0.236719 0.610156 43 " " 0.001 0.001 2 " " 0.101 2
0.835 0.576 46 " " 0.835938 0.573438 47 " " 0.001 0.002 1 " " 0.201 1
0.363 0.389 50 " " 0.363281 0.389844 47 " " 0.0 0.001 3 " " 0.1 3
0.266 0.221 56 " " 0.264062 0.221875 61 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.273 0.36 64 " " 0.275781 0.3625 68 " " 0.002 0.002 4 " " 0.202 4
0.848 0.064 68 " " 0.849219 0.06875 68 " " 0.001 0.005 0 " " 0.501 0
0.25 0.18 58 " " 0.249219 0.18125 50 " " 0.001 0.001 8 " " 0.101 8
0.799 0.155 46 " " 0.798437 0.157031 46 " " 0.001 0.002 0 " " 0.201 0
0.787 0.748 62 " " 0.785156 0.751562 64 " " 0.002 0.003 2 " " 0.302 2
0.851 0.364 64 " " 0.851562 0.365625 63 " " 0.001 0.002 1 " " 0.201 1
0.57 0.205 68 " " 0.570312 0.207031 63 " " 0.0 0.002 5 " " 0.2 5
0.027 0.336 60 " " 0.0296875 0.333594 60 " " 0.002 0.002 0 " " 0.202 0
0.2 0.548 49 " " 0.201562 0.55 45 " " 0.002 0.002 4 " " 0.202 4
0.459 0.493 63 " " 0.458594 0.489062 60 " " 0.001 0.004 3 " " 0.401 3
0.57 0.783 54 " " 0.571875 0.784375 50 " " 0.002 0.002 4 " " 0.202 4
0.367 0.258 59 " " 0.367188 0.2625 48 " " 0.0 0.005 11 " " 0.5 11
0.406 0.245 62 " " 0.407813 0.246094 64 " " 0.002 0.002 2 " " 0.202 2
0.322 0.502 72 " " 0.321094 0.50625 68 " " 0.001 0.004 4 " " 0.401 4
0.585 0.539 97 " " 0.582812 0.541406 92 " " 0.002 0.002 5 " " 0.202 5
0.452 0.785 59 " " 0.451562 0.786719 56 " " 0.0 0.002 3 " " 0.2 3
0.655 0.119 50 " " 0.654688 0.117188 44 " " 0.001 0.002 6 " " 0.201 6
0.073 0.152 58 " " 2 2 2 " " 2 2 2 " " 202 2
0.147 0.155 46 " " 0.146875 0.155469 51 " " 0.0 0.001 5 " " 0.1 5
0.757 0.143 53 " " 0.758594 0.142188 52 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.559 0.693 46 " " 0.560938 0.691406 53 " " 0.002 0.002 7 " " 0.202 7
0.014 0.211 49 " " 0.0140625 0.210938 44 " " 0.0 0.0 5 " " 0.0 5
0.779 0.651 49 " " 0.78125 0.651563 53 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.466 0.677 44 " " 0.466406 0.676562 44 " " 0.0 0.0 0 " " 0.0 0
0.914 0.248 42 " " 0.915625 0.246094 48 " " 0.002 0.002 6 " " 0.202 6
0.689 0.18 51 " " 0.6875 0.18125 47 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.627 0.556 47 " " 0.625781 0.555469 49 " " 0.001 0.001 2 " " 0.101 2
0.679 0.473 78 " " 0.678906 0.478125 65 " " 0.0 0.005 13 " " 0.5 13
0.391 0.686 56 " " 0.391406 0.682813 55 " " 0.001 0.003 1 " " 0.301 1
0.803 0.044 51 " " 0.803125 0.0453125 55 " " 0.0 0.002 4 " " 0.2 4
0.689 0.614 54 " " 0.689844 0.613281 51 " " 0.001 0.001 3 " " 0.101 3
0.493 0.77 60 " " 0.496094 0.771875 58 " " 0.003 0.002 2 " " 0.203 2
0.807 0.376 67 " " 0.805469 0.371875 69 " " 0.002 0.004 2 " " 0.402 2
0.52 0.587 42 " " 0.521875 0.586719 40 " " 0.002 0.0 2 " " 0.002 2
0.802 0.306 58 " " 0.803125 0.307813 59 " " 0.001 0.002 1 " " 0.201 1
0.687 0.563 41 " " 0.686719 0.564062 40 " " 0.0 0.001 1 " " 0.1 1
0.343 0.181 52 " " 0.341406 0.184375 50 " " 0.002 0.003 2 " " 0.302 2
0.415 0.781 62 " " 0.410156 0.78125 57 " " 0.005 0.0 5 " " 0.005 5
0.01 0.092 40 " " 0.0101562 0.09375 38 " " 0.0 0.002 2 " " 0.2 2
0.447 0.223 54 " " 0.446094 0.222656 53 " " 0.001 0.0 1 " " 0.001 1
0.149 0.749 89 " " 0.153125 0.749219 82 " " 0.004 0.0 7 " " 0.004 7
0.948 0.361 52 " " 0.953125 0.360938 48 " " 0.005 0.0 4 " " 0.005 4
0.385 0.16 42 " " 0.385938 0.163281 42 " " 0.001 0.003 0 " " 0.301 0
0.803 0.1 54 " " 0.800781 0.0992187 55 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.685 0.245 50 " " 0.685938 0.247656 49 " " 0.001 0.002 1 " " 0.201 1
0.974 0.54 51 " " 0.975781 0.539844 63 " " 0.002 0.0 12 " " 0.002 12
0.973 0.261 50 " " 0.974219 0.261719 53 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.202 0.588 48 " " 0.203125 0.589063 45 " " 0.001 0.002 3 " " 0.201 3
0.766 0.561 48 " " 0.763281 0.559375 48 " " 0.002 0.002 0 " " 0.202 0
0.923 0.529 57 " " 0.921094 0.528906 57 " " 0.002 0.0 0 " " 0.002 0
0.453 0.346 48 " " 0.453125 0.346875 47 " " 0.0 0.001 1 " " 0.1 1
0.734 0.73 49 " " 0.7375 0.729688 54 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.437 0.552 46 " " 0.436719 0.55 44 " " 0.0 0.002 2 " " 0.2 2
0.713 0.309 122 " " 0.715625 0.308594 113 " " 0.003 0.001 9 " " 0.10300000000000001 9
0.087 0.55 53 " " 0.0875 0.553906 48 " " 0.0 0.004 5 " " 0.4 5
0.435 0.734 40 " " 0.434375 0.7375 41 " " 0.001 0.003 1 " " 0.301 1
0.357 0.847 42 " " 2 2 2 " " 2 2 2 " " 202 2
0.089 0.6 49 " " 0.0921875 0.600781 44 " " 0.003 0.001 5 " " 0.10300000000000001 5
0.333 0.707 66 " " 0.332812 0.707031 62 " " 0.0 0.0 4 " " 0.0 4
0.517 0.404 52 " " 0.51875 0.407813 49 " " 0.002 0.004 3 " " 0.402 3
0.557 0.146 70 " " 0.557813 0.149219 66 " " 0.001 0.003 4 " " 0.301 4
0.546 0.45 91 " " 0.540625 0.45625 91 " " 0.005 0.006 0 " " 0.605 0
0.212 0.313 67 " " 0.207813 0.317187 57 " " 0.004 0.004 10 " " 0.404 10
0.041 0.109 45 " " 0.040625 0.107813 45 " " 0.0 0.002 0 " " 0.2 0
0.466 0.256 47 " " 0.465625 0.257812 47 " " 0.0 0.002 0 " " 0.2 0
0.318 0.338 90 " " 0.316406 0.3375 81 " " 0.002 0.001 9 " " 0.10200000000000001 9
0.477 0.396 49 " " 0.477344 0.392188 48 " " 0.0 0.004 1 " " 0.4 1
0.14 0.581 40 " " 0.139844 0.580469 41 " " 0.0 0.001 1 " " 0.1 1
0.023 0.721 58 " " 0.025 0.71875 62 " " 0.002 0.002 4 " " 0.202 4
0.062 0.364 46 " " 0.0609375 0.364844 46 " " 0.001 0.001 0 " " 0.101 0
0.734 0.515 72 " " 0.7375 0.514844 74 " " 0.004 0.0 2 " " 0.004 2
0.016 0.418 46 " " 0.0164062 0.420312 50 " " 0.0 0.002 4 " " 0.2 4
0.487 0.557 70 " " 0.4875 0.557813 66 " " 0.001 0.001 4 " " 0.101 4
0.773 0.261 47 " " 0.773438 0.263281 48 " " 0.0 0.002 1 " " 0.2 1
0.24 0.401 57 " " 0.241406 0.403906 47 " " 0.002 0.003 10 " " 0.302 10
0.375 0.036 72 " " 2 2 2 " " 2 2 2 " " 202 2
0.655 0.562 45 " " 0.655469 0.564062 46 " " 0.0 0.002 1 " " 0.2 1
0.85 0.439 72 " " 0.85 0.439063 66 " " 0.0 0.0 6 " " 0.0 6
0.642 0.226 51 " " 0.642187 0.225781 45 " " 0.0 0.0 6 " " 0.0 6
0.294 0.646 54 " " 0.296094 0.639844 51 " " 0.002 0.006 3 " " 0.602 3
0.616 0.445 92 " " 0.614844 0.442969 86 " " 0.002 0.002 6 " " 0.202 6
0.174 0.467 48 " " 0.172656 0.471875 46 " " 0.002 0.005 2 " " 0.502 2
