x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.526 0.705 50 " " 0.524219 0.703906 47 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.539 0.104 92 " " 0.539844 0.107031 98 " " 0.001 0.003 6 " " 0.301 6
0.732 0.805 64 " " 0.732813 0.803906 61 " " 0.001 0.001 3 " " 0.101 3
0.869 0.605 61 " " 0.867188 0.60625 61 " " 0.002 0.002 0 " " 0.202 0
0.482 0.16 64 " " 0.48125 0.1625 65 " " 0.001 0.002 1 " " 0.201 1
0.852 0.481 56 " " 0.850781 0.482031 61 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.038 0.365 54 " " 0.0382813 0.365625 46 " " 0.0 0.001 8 " " 0.1 8
0.233 0.368 96 " " 0.232812 0.371875 106 " " 0.0 0.004 10 " " 0.4 10
0.695 0.625 69 " " 0.692969 0.624219 68 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.807 0.68 53 " " 0.807031 0.682031 56 " " 0.0 0.002 3 " " 0.2 3
0.789 0.297 53 " " 0.788281 0.296094 53 " " 0.001 0.001 0 " " 0.101 0
0.859 0.255 44 " " 0.860156 0.255469 46 " " 0.001 0.0 2 " " 0.001 2
0.776 0.073 78 " " 0.775 0.0757812 70 " " 0.001 0.002 8 " " 0.201 8
0.654 0.484 89 " " 0.653906 0.482812 90 " " 0.0 0.002 1 " " 0.2 1
0.126 0.422 58 " " 0.128125 0.422656 50 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.934 0.223 63 " " 0.933594 0.221875 68 " " 0.0 0.001 5 " " 0.1 5
0.684 0.809 63 " " 0.684375 0.807031 64 " " 0.001 0.002 1 " " 0.201 1
0.527 0.258 96 " " 0.528906 0.258594 93 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.108 0.384 40 " " 0.107813 0.384375 40 " " 0.0 0.0 0 " " 0.0 0
0.912 0.436 69 " " 0.9125 0.435156 60 " " 0.001 0.001 9 " " 0.101 9
0.688 0.412 79 " " 0.685938 0.414062 76 " " 0.002 0.002 3 " " 0.202 3
0.128 0.848 57 " " 0.129688 0.847656 52 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.03 0.602 77 " " 0.03125 0.601562 81 " " 0.002 0.0 4 " " 0.002 4
0.424 0.652 55 " " 0.424219 0.650781 55 " " 0.0 0.002 0 " " 0.2 0
0.166 0.369 77 " " 0.166406 0.372656 71 " " 0.0 0.004 6 " " 0.4 6
0.146 0.305 63 " " 0.144531 0.307031 55 " " 0.002 0.002 8 " " 0.202 8
0.412 0.602 54 " " 0.413281 0.603125 56 " " 0.002 0.002 2 " " 0.202 2
0.697 0.212 73 " " 0.7 0.210938 82 " " 0.003 0.001 9 " " 0.10300000000000001 9
0.188 0.254 47 " " 0.189844 0.255469 45 " " 0.002 0.002 2 " " 0.202 2
0.934 0.494 60 " " 0.933594 0.494531 65 " " 0.0 0.001 5 " " 0.1 5
0.622 0.105 68 " " 0.622656 0.107813 64 " " 0.001 0.002 4 " " 0.201 4
0.577 0.365 78 " " 0.573438 0.364062 77 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.459 0.1 63 " " 0.458594 0.103906 59 " " 0.001 0.004 4 " " 0.401 4
0.023 0.255 48 " " 0.021875 0.255469 52 " " 0.001 0.001 4 " " 0.101 4
0.755 0.653 47 " " 0.755469 0.653125 43 " " 0.001 0.0 4 " " 0.001 4
0.58 0.82 64 " " 0.580469 0.817187 57 " " 0.0 0.003 7 " " 0.3 7
0.093 0.151 50 " " 0.0921875 0.153125 48 " " 0.001 0.002 2 " " 0.201 2
0.014 0.336 41 " " 0.015625 0.334375 43 " " 0.002 0.002 2 " " 0.202 2
0.18 0.605 51 " " 0.179688 0.607031 52 " " 0.001 0.002 1 " " 0.201 1
0.374 0.683 71 " " 0.373437 0.68125 61 " " 0.001 0.002 10 " " 0.201 10
0.072 0.449 62 " " 0.0742188 0.449219 65 " " 0.002 0.0 3 " " 0.002 3
0.093 0.5 52 " " 0.0929687 0.5 54 " " 0.0 0.0 2 " " 0.0 2
0.086 0.077 50 " " 0.0875 0.0789063 54 " " 0.002 0.002 4 " " 0.202 4
0.825 0.271 54 " " 0.827344 0.271875 46 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.403 0.023 50 " " 0.403906 0.021875 48 " " 0.001 0.001 2 " " 0.101 2
0.468 0.511 56 " " 0.46875 0.514844 58 " " 0.001 0.004 2 " " 0.401 2
0.263 0.571 50 " " 0.261719 0.569531 47 " " 0.002 0.002 3 " " 0.202 3
0.542 0.46 56 " " 0.542188 0.459375 57 " " 0.0 0.001 1 " " 0.1 1
0.592 0.684 82 " " 0.590625 0.689062 73 " " 0.002 0.005 9 " " 0.502 9
0.97 0.605 64 " " 0.971094 0.604688 66 " " 0.001 0.001 2 " " 0.101 2
0.906 0.065 52 " " 0.907812 0.0625 60 " " 0.002 0.002 8 " " 0.202 8
0.243 0.43 51 " " 0.240625 0.430469 48 " " 0.002 0.0 3 " " 0.002 3
0.259 0.52 47 " " 0.261719 0.520312 46 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.773 0.473 78 " " 0.775 0.479688 74 " " 0.002 0.007 4 " " 0.7020000000000001 4
0.279 0.247 132 " " 0.284375 0.245312 129 " " 0.005 0.002 3 " " 0.20500000000000002 3
0.195 0.548 73 " " 0.191406 0.549219 71 " " 0.004 0.001 2 " " 0.10400000000000001 2
0.841 0.319 57 " " 0.841406 0.321094 53 " " 0.001 0.002 4 " " 0.201 4
0.47 0.784 78 " " 0.470313 0.784375 71 " " 0.001 0.0 7 " " 0.001 7
0.402 0.48 48 " " 0.402344 0.479688 48 " " 0.001 0.0 0 " " 0.001 0
0.695 0.109 54 " " 0.696875 0.110156 52 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.745 0.577 84 " " 0.752344 0.575 68 " " 0.008 0.002 16 " " 0.20800000000000002 16
0.205 0.218 56 " " 0.205469 0.216406 55 " " 0.001 0.002 1 " " 0.201 1
0.295 0.369 53 " " 0.292969 0.369531 51 " " 0.002 0.001 2 " " 0.10200000000000001 2
0.431 0.147 47 " " 0.430469 0.145313 42 " " 0.001 0.002 5 " " 0.201 5
0.019 0.192 70 " " 0.01875 0.189063 64 " " 0.0 0.003 6 " " 0.3 6
0.298 0.481 50 " " 0.298438 0.478906 48 " " 0.001 0.002 2 " " 0.201 2
0.26 0.63 41 " " 0.258594 0.63125 34 " " 0.002 0.001 7 " " 0.10200000000000001 7
0.246 0.724 72 " " 0.245312 0.724219 65 " " 0.001 0.0 7 " " 0.001 7
0.118 0.244 58 " " 0.121094 0.245312 60 " " 0.003 0.002 2 " " 0.203 2
