x_2 y_2 D_2,px " " x_1 y_1 D_1,px " " dx dy dD,px " " abs(dx+dy)% dD,px
0.255 0.144 61 " " 0.253125 0.145313 71 " " 0.002 0.002 10 " " 0.202 10
0.51 0.771 55 " " 0.510938 0.771875 55 " " 0.001 0.001 0 " " 0.101 0
0.07 0.138 102 " " 0.06875 0.141406 110 " " 0.002 0.003 8 " " 0.302 8
0.484 0.428 79 " " 0.482812 0.428906 80 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.3 0.077 67 " " 0.302344 0.0773437 75 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.709 0.854 54 " " 0.709375 0.853906 52 " " 0.0 0.0 2 " " 0.0 2
0.396 0.341 62 " " 0.396094 0.342187 62 " " 0.0 0.002 0 " " 0.2 0
0.827 0.353 86 " " 0.828125 0.354688 89 " " 0.001 0.002 3 " " 0.201 3
0.026 0.266 62 " " 0.0289063 0.265625 62 " " 0.003 0.0 0 " " 0.003 0
0.684 0.7 52 " " 0.683594 0.702344 45 " " 0.0 0.002 7 " " 0.2 7
0.205 0.363 99 " " 0.203906 0.3625 102 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.57 0.77 75 " " 0.571875 0.771094 76 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.465 0.084 102 " " 0.466406 0.0835937 103 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.28 0.598 58 " " 0.278125 0.596094 62 " " 0.002 0.002 4 " " 0.202 4
0.352 0.373 73 " " 0.351562 0.375 81 " " 0.0 0.002 8 " " 0.2 8
0.305 0.551 55 " " 0.303906 0.552344 53 " " 0.002 0.002 2 " " 0.202 2
0.016 0.442 50 " " 0.0171875 0.442969 48 " " 0.001 0.001 2 " " 0.101 2
0.679 0.241 76 " " 0.676562 0.24375 70 " " 0.002 0.002 6 " " 0.202 6
0.198 0.25 62 " " 0.195312 0.252344 66 " " 0.002 0.002 4 " " 0.202 4
0.695 0.359 73 " " 0.692969 0.357812 72 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.165 0.464 46 " " 0.165625 0.4625 49 " " 0.001 0.002 3 " " 0.201 3
0.283 0.254 72 " " 0.280469 0.25625 72 " " 0.002 0.002 0 " " 0.202 0
0.516 0.256 60 " " 0.515625 0.257031 62 " " 0.001 0.001 2 " " 0.101 2
0.67 0.532 56 " " 0.667969 0.532812 50 " " 0.002 0.001 6 " " 0.10200000000000001 6
0.131 0.227 50 " " 0.129688 0.225781 50 " " 0.002 0.002 0 " " 0.202 0
0.42 0.702 49 " " 0.419531 0.703906 51 " " 0.001 0.002 2 " " 0.201 2
0.448 0.765 93 " " 0.446875 0.76875 99 " " 0.001 0.004 6 " " 0.401 6
0.455 0.279 92 " " 0.45625 0.278906 92 " " 0.002 0.0 0 " " 0.002 0
0.755 0.295 62 " " 0.752344 0.294531 63 " " 0.002 0.0 1 " " 0.002 1
0.318 0.505 47 " " 0.316406 0.505469 47 " " 0.002 0.0 0 " " 0.002 0
0.539 0.623 53 " " 0.539844 0.625 50 " " 0.001 0.002 3 " " 0.201 3
0.025 0.576 64 " " 0.0273438 0.569531 70 " " 0.002 0.006 6 " " 0.602 6
0.552 0.291 49 " " 0.553906 0.292969 51 " " 0.002 0.002 2 " " 0.202 2
0.7 0.113 48 " " 0.702344 0.111719 43 " " 0.002 0.002 5 " " 0.202 5
0.26 0.866 66 " " 0.260938 0.867969 62 " " 0.001 0.002 4 " " 0.201 4
0.323 0.596 46 " " 0.322656 0.596094 45 " " 0.001 0.0 1 " " 0.001 1
0.643 0.655 51 " " 0.642969 0.65625 46 " " 0.0 0.002 5 " " 0.2 5
0.766 0.616 93 " " 0.766406 0.617969 82 " " 0.0 0.002 11 " " 0.2 11
0.471 0.479 51 " " 0.471875 0.480469 48 " " 0.001 0.002 3 " " 0.201 3
0.015 0.807 51 " " 0.015625 0.80625 52 " " 0.001 0.001 1 " " 0.101 1
0.263 0.405 52 " " 0.265625 0.404687 53 " " 0.003 0.001 1 " " 0.10300000000000001 1
0.153 0.812 41 " " 0.150781 0.8125 42 " " 0.002 0.0 1 " " 0.002 1
0.773 0.477 57 " " 0.773438 0.470313 64 " " 0.0 0.006 7 " " 0.6 7
0.483 0.212 74 " " 0.482812 0.211719 72 " " 0.0 0.0 2 " " 0.0 2
0.53 0.102 58 " " 0.528906 0.101562 56 " " 0.002 0.0 2 " " 0.002 2
0.795 0.265 49 " " 0.792188 0.267188 51 " " 0.002 0.002 2 " " 0.202 2
0.8 0.557 48 " " 0.8 0.555469 46 " " 0.0 0.002 2 " " 0.2 2
0.835 0.297 54 " " 0.835938 0.296875 59 " " 0.001 0.0 5 " " 0.001 5
0.859 0.745 70 " " 0.858594 0.746094 68 " " 0.0 0.001 2 " " 0.1 2
0.076 0.424 69 " " 0.0773437 0.423438 66 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.352 0.777 54 " " 0.353125 0.775781 50 " " 0.001 0.001 4 " " 0.101 4
0.098 0.279 66 " " 0.0992187 0.280469 71 " " 0.001 0.002 5 " " 0.201 5
0.296 0.434 56 " " 0.29375 0.436719 60 " " 0.002 0.002 4 " " 0.202 4
0.166 0.3 96 " " 0.1625 0.304688 117 " " 0.004 0.005 21 " " 0.504 21
0.545 0.337 70 " " 0.54375 0.3375 67 " " 0.002 0.001 3 " " 0.10200000000000001 3
0.168 0.847 60 " " 0.167969 0.846094 57 " " 0.0 0.001 3 " " 0.1 3
0.07 0.359 59 " " 0.0679687 0.360156 54 " " 0.002 0.001 5 " " 0.10200000000000001 5
0.202 0.116 60 " " 0.202344 0.117969 55 " " 0.001 0.002 5 " " 0.201 5
0.87 0.42 60 " " 0.867969 0.421094 61 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.317 0.862 70 " " 0.31875 0.855469 62 " " 0.002 0.006 8 " " 0.602 8
0.012 0.123 40 " " 0.0117188 0.123438 42 " " 0.0 0.001 2 " " 0.1 2
0.223 0.566 69 " " 0.224219 0.567969 62 " " 0.001 0.002 7 " " 0.201 7
0.412 0.592 51 " " 0.414844 0.594531 51 " " 0.002 0.002 0 " " 0.202 0
0.74 0.834 49 " " 0.742969 0.835938 50 " " 0.003 0.002 1 " " 0.203 1
0.441 0.483 44 " " 0.440625 0.483594 40 " " 0.0 0.001 4 " " 0.1 4
0.397 0.411 47 " " 0.395312 0.414062 49 " " 0.002 0.003 2 " " 0.302 2
0.73 0.237 62 " " 0.725 0.239844 58 " " 0.005 0.003 4 " " 0.305 4
0.595 0.376 68 " " 0.597656 0.375781 79 " " 0.002 0.0 11 " " 0.002 11
0.354 0.445 48 " " 0.353125 0.444531 52 " " 0.001 0.0 4 " " 0.001 4
0.285 0.499 43 " " 0.283594 0.496875 40 " " 0.002 0.002 3 " " 0.202 3
0.701 0.799 63 " " 0.703125 0.798437 55 " " 0.002 0.001 8 " " 0.10200000000000001 8
0.945 0.405 50 " " 0.944531 0.404687 52 " " 0.0 0.0 2 " " 0.0 2
0.362 0.717 49 " " 0.363281 0.716406 45 " " 0.001 0.001 4 " " 0.101 4
0.323 0.468 43 " " 0.324219 0.469531 38 " " 0.002 0.002 5 " " 0.202 5
0.307 0.627 39 " " 0.309375 0.628125 43 " " 0.002 0.001 4 " " 0.10200000000000001 4
0.252 0.515 50 " " 0.253125 0.517969 48 " " 0.002 0.003 2 " " 0.302 2
0.355 0.062 57 " " 0.355469 0.0640625 51 " " 0.0 0.002 6 " " 0.2 6
0.713 0.475 94 " " 0.714063 0.471875 82 " " 0.001 0.003 12 " " 0.301 12
0.283 0.648 44 " " 0.28125 0.648438 45 " " 0.002 0.001 1 " " 0.10200000000000001 1
0.297 0.193 57 " " 0.296875 0.194531 59 " " 0.0 0.002 2 " " 0.2 2
0.924 0.673 54 " " 0.925781 0.673437 54 " " 0.002 0.0 0 " " 0.002 0
0.81 0.605 47 " " 0.810938 0.60625 48 " " 0.001 0.002 1 " " 0.201 1
0.009 0.402 32 " " 2 2 2 " " 2 2 2 " " 202 2
0.884 0.055 48 " " 0.885156 0.0546875 50 " " 0.001 0.0 2 " " 0.001 2
0.507 0.478 42 " " 0.507031 0.479688 46 " " 0.0 0.002 4 " " 0.2 4
0.909 0.441 45 " " 0.907031 0.441406 45 " " 0.002 0.0 0 " " 0.002 0
0.171 0.588 45 " " 0.171094 0.590625 48 " " 0.0 0.002 3 " " 0.2 3
0.205 0.731 52 " " 0.205469 0.733594 51 " " 0.001 0.002 1 " " 0.201 1
0.212 0.854 42 " " 0.211719 0.854688 42 " " 0.001 0.001 0 " " 0.101 0
0.205 0.458 52 " " 0.208594 0.45625 54 " " 0.003 0.002 2 " " 0.203 2
0.426 0.448 40 " " 0.425 0.448438 41 " " 0.001 0.0 1 " " 0.001 1
0.629 0.698 42 " " 0.628125 0.694531 42 " " 0.001 0.003 0 " " 0.301 0
